filename,n4000_m1024000__adaptiveGreedy_explore
random_i0_n4000_m1024000.hgr,0.9558459908159661
random_i10_n4000_m1024000.hgr,0.9600570613409415
random_i11_n4000_m1024000.hgr,0.9574920297555791
random_i12_n4000_m1024000.hgr,0.9553191489361702
random_i13_n4000_m1024000.hgr,0.9566761363636364
random_i14_n4000_m1024000.hgr,0.9612788632326821
random_i15_n4000_m1024000.hgr,0.9529370134465676
random_i16_n4000_m1024000.hgr,0.9548022598870056
random_i17_n4000_m1024000.hgr,0.9541446208112875
random_i18_n4000_m1024000.hgr,0.9598436389481165
random_i19_n4000_m1024000.hgr,0.9551920341394026
random_i1_n4000_m1024000.hgr,0.9525831564048125
random_i20_n4000_m1024000.hgr,0.9585400425230333
random_i21_n4000_m1024000.hgr,0.9593727726300784
random_i22_n4000_m1024000.hgr,0.9554770318021202
random_i23_n4000_m1024000.hgr,0.9537755822159492
random_i24_n4000_m1024000.hgr,0.9565217391304348
random_i25_n4000_m1024000.hgr,0.9630550621669627
random_i26_n4000_m1024000.hgr,0.9625267665952891
random_i27_n4000_m1024000.hgr,0.9534062830921285
random_i28_n4000_m1024000.hgr,0.9509700176366843
random_i29_n4000_m1024000.hgr,0.9659009332376166
random_i2_n4000_m1024000.hgr,0.9586747417171357
random_i3_n4000_m1024000.hgr,0.9597147950089127
random_i4_n4000_m1024000.hgr,0.9668921324314703
random_i5_n4000_m1024000.hgr,0.9583333333333334
random_i6_n4000_m1024000.hgr,0.9560439560439561
random_i7_n4000_m1024000.hgr,0.9620028409090909
random_i8_n4000_m1024000.hgr,0.9594161623353507
random_i9_n4000_m1024000.hgr,0.9614835948644793
AVERAGE,0.9579426580585398
