filename,n256000_m4000__adaptiveGreedy_explore
random_i0_n256000_m4000.hgr,0.0878937244415283
random_i10_n256000_m4000.hgr,0.1181659698486328
random_i11_n256000_m4000.hgr,0.106896162033081
random_i12_n256000_m4000.hgr,0.0858292579650878
random_i13_n256000_m4000.hgr,0.0872683525085449
random_i14_n256000_m4000.hgr,0.0763425827026367
random_i15_n256000_m4000.hgr,0.0967044830322265
random_i16_n256000_m4000.hgr,0.1288866996765136
random_i17_n256000_m4000.hgr,0.1289043426513672
random_i18_n256000_m4000.hgr,0.0970332622528076
random_i19_n256000_m4000.hgr,0.0960187911987304
random_i1_n256000_m4000.hgr,0.0954823493957519
random_i20_n256000_m4000.hgr,0.1068575382232666
random_i21_n256000_m4000.hgr,0.1174020767211914
random_i22_n256000_m4000.hgr,0.1300606727600097
random_i23_n256000_m4000.hgr,0.1282086372375488
random_i24_n256000_m4000.hgr,0.1072404384613037
random_i25_n256000_m4000.hgr,0.1176652908325195
random_i26_n256000_m4000.hgr,0.1174862384796142
random_i27_n256000_m4000.hgr,0.1075415611267089
random_i28_n256000_m4000.hgr,0.096635103225708
random_i29_n256000_m4000.hgr,0.0966904163360595
random_i2_n256000_m4000.hgr,0.1072392463684082
random_i3_n256000_m4000.hgr,0.1298220157623291
random_i4_n256000_m4000.hgr,0.1168720722198486
random_i5_n256000_m4000.hgr,0.0993406772613525
random_i6_n256000_m4000.hgr,0.0861284732818603
random_i7_n256000_m4000.hgr,0.0865974426269531
random_i8_n256000_m4000.hgr,0.0851638317108154
random_i9_n256000_m4000.hgr,0.1512656211853027
AVERAGE,0.1064547777175903
