filename,n256000_m256000__adaptiveGreedy_explore
random_i0_n256000_m256000.hgr,20587.0
random_i10_n256000_m256000.hgr,20540.0
random_i11_n256000_m256000.hgr,20521.0
random_i12_n256000_m256000.hgr,20548.0
random_i13_n256000_m256000.hgr,20420.0
random_i14_n256000_m256000.hgr,20597.0
random_i15_n256000_m256000.hgr,20592.0
random_i16_n256000_m256000.hgr,20610.0
random_i17_n256000_m256000.hgr,20560.0
random_i18_n256000_m256000.hgr,20547.0
random_i19_n256000_m256000.hgr,20498.0
random_i1_n256000_m256000.hgr,20557.0
random_i20_n256000_m256000.hgr,20481.0
random_i21_n256000_m256000.hgr,20517.0
random_i22_n256000_m256000.hgr,20474.0
random_i23_n256000_m256000.hgr,20582.0
random_i24_n256000_m256000.hgr,20561.0
random_i25_n256000_m256000.hgr,20491.0
random_i26_n256000_m256000.hgr,20546.0
random_i27_n256000_m256000.hgr,20646.0
random_i28_n256000_m256000.hgr,20670.0
random_i29_n256000_m256000.hgr,20571.0
random_i2_n256000_m256000.hgr,20462.0
random_i3_n256000_m256000.hgr,20483.0
random_i4_n256000_m256000.hgr,20566.0
random_i5_n256000_m256000.hgr,20559.0
random_i6_n256000_m256000.hgr,20550.0
random_i7_n256000_m256000.hgr,20603.0
random_i8_n256000_m256000.hgr,20702.0
random_i9_n256000_m256000.hgr,20485.0
AVERAGE,20550.866666666665
