filename,n64000_m4000__greedy_lsr100x5_flat_explore
random_i0_n64000_m4000.hgr,0.9981114258734656
random_i10_n64000_m4000.hgr,0.9981498612395929
random_i11_n64000_m4000.hgr,0.998114985862394
random_i12_n64000_m4000.hgr,0.9981412639405205
random_i13_n64000_m4000.hgr,0.9952471482889734
random_i14_n64000_m4000.hgr,0.9971563981042654
random_i15_n64000_m4000.hgr,0.9990485252140818
random_i16_n64000_m4000.hgr,0.9971936389148737
random_i17_n64000_m4000.hgr,0.9980787704130644
random_i18_n64000_m4000.hgr,0.9971401334604385
random_i19_n64000_m4000.hgr,1.0
random_i1_n64000_m4000.hgr,0.9990592662276576
random_i20_n64000_m4000.hgr,0.999054820415879
random_i21_n64000_m4000.hgr,1.0
random_i22_n64000_m4000.hgr,1.0
random_i23_n64000_m4000.hgr,0.9990421455938697
random_i24_n64000_m4000.hgr,0.9990566037735849
random_i25_n64000_m4000.hgr,0.9981042654028436
random_i26_n64000_m4000.hgr,0.9981042654028436
random_i27_n64000_m4000.hgr,0.9990412272291467
random_i28_n64000_m4000.hgr,1.0
random_i29_n64000_m4000.hgr,0.9990300678952473
random_i2_n64000_m4000.hgr,0.9981060606060606
random_i3_n64000_m4000.hgr,0.9990467111534795
random_i4_n64000_m4000.hgr,0.9971777986829727
random_i5_n64000_m4000.hgr,0.9990384615384615
random_i6_n64000_m4000.hgr,1.0
random_i7_n64000_m4000.hgr,0.9971537001897534
random_i8_n64000_m4000.hgr,0.9980897803247374
random_i9_n64000_m4000.hgr,0.9990262901655307
AVERAGE,0.9984837871971245
