filename,n64000_m256000__adaptiveGreedy_explore
random_i0_n64000_m256000.hgr,10117.0
random_i10_n64000_m256000.hgr,9981.0
random_i11_n64000_m256000.hgr,9986.0
random_i12_n64000_m256000.hgr,10083.0
random_i13_n64000_m256000.hgr,10037.0
random_i14_n64000_m256000.hgr,10016.0
random_i15_n64000_m256000.hgr,10081.0
random_i16_n64000_m256000.hgr,10047.0
random_i17_n64000_m256000.hgr,10001.0
random_i18_n64000_m256000.hgr,10092.0
random_i19_n64000_m256000.hgr,10032.0
random_i1_n64000_m256000.hgr,10065.0
random_i20_n64000_m256000.hgr,9988.0
random_i21_n64000_m256000.hgr,10037.0
random_i22_n64000_m256000.hgr,9968.0
random_i23_n64000_m256000.hgr,9964.0
random_i24_n64000_m256000.hgr,10045.0
random_i25_n64000_m256000.hgr,10000.0
random_i26_n64000_m256000.hgr,9985.0
random_i27_n64000_m256000.hgr,10021.0
random_i28_n64000_m256000.hgr,9982.0
random_i29_n64000_m256000.hgr,9968.0
random_i2_n64000_m256000.hgr,10070.0
random_i3_n64000_m256000.hgr,9985.0
random_i4_n64000_m256000.hgr,10052.0
random_i5_n64000_m256000.hgr,10013.0
random_i6_n64000_m256000.hgr,10038.0
random_i7_n64000_m256000.hgr,10006.0
random_i8_n64000_m256000.hgr,10068.0
random_i9_n64000_m256000.hgr,9969.0
AVERAGE,10023.233333333334
