filename,n64000_m4000__greedy_lsr10000x5_flat_explore
random_i0_n64000_m4000.hgr,1002.0
random_i10_n64000_m4000.hgr,1004.0
random_i11_n64000_m4000.hgr,996.0
random_i12_n64000_m4000.hgr,1002.0
random_i13_n64000_m4000.hgr,985.0
random_i14_n64000_m4000.hgr,994.0
random_i15_n64000_m4000.hgr,990.0
random_i16_n64000_m4000.hgr,1004.0
random_i17_n64000_m4000.hgr,983.0
random_i18_n64000_m4000.hgr,988.0
random_i19_n64000_m4000.hgr,984.0
random_i1_n64000_m4000.hgr,1006.0
random_i20_n64000_m4000.hgr,1005.0
random_i21_n64000_m4000.hgr,984.0
random_i22_n64000_m4000.hgr,986.0
random_i23_n64000_m4000.hgr,983.0
random_i24_n64000_m4000.hgr,1004.0
random_i25_n64000_m4000.hgr,982.0
random_i26_n64000_m4000.hgr,997.0
random_i27_n64000_m4000.hgr,977.0
random_i28_n64000_m4000.hgr,1009.0
random_i29_n64000_m4000.hgr,983.0
random_i2_n64000_m4000.hgr,986.0
random_i3_n64000_m4000.hgr,995.0
random_i4_n64000_m4000.hgr,1009.0
random_i5_n64000_m4000.hgr,978.0
random_i6_n64000_m4000.hgr,987.0
random_i7_n64000_m4000.hgr,982.0
random_i8_n64000_m4000.hgr,984.0
random_i9_n64000_m4000.hgr,972.0
AVERAGE,991.3666666666668
