filename,n64000_m64000__adaptiveGreedy_explore
random_i0_n64000_m64000.hgr,5195.0
random_i10_n64000_m64000.hgr,5108.0
random_i11_n64000_m64000.hgr,5118.0
random_i12_n64000_m64000.hgr,5158.0
random_i13_n64000_m64000.hgr,5092.0
random_i14_n64000_m64000.hgr,5114.0
random_i15_n64000_m64000.hgr,5132.0
random_i16_n64000_m64000.hgr,5107.0
random_i17_n64000_m64000.hgr,5120.0
random_i18_n64000_m64000.hgr,5112.0
random_i19_n64000_m64000.hgr,5182.0
random_i1_n64000_m64000.hgr,5132.0
random_i20_n64000_m64000.hgr,5126.0
random_i21_n64000_m64000.hgr,5155.0
random_i22_n64000_m64000.hgr,5117.0
random_i23_n64000_m64000.hgr,5146.0
random_i24_n64000_m64000.hgr,5173.0
random_i25_n64000_m64000.hgr,5158.0
random_i26_n64000_m64000.hgr,5161.0
random_i27_n64000_m64000.hgr,5186.0
random_i28_n64000_m64000.hgr,5110.0
random_i29_n64000_m64000.hgr,5179.0
random_i2_n64000_m64000.hgr,5168.0
random_i3_n64000_m64000.hgr,5168.0
random_i4_n64000_m64000.hgr,5121.0
random_i5_n64000_m64000.hgr,5153.0
random_i6_n64000_m64000.hgr,5126.0
random_i7_n64000_m64000.hgr,5158.0
random_i8_n64000_m64000.hgr,5181.0
random_i9_n64000_m64000.hgr,5138.0
AVERAGE,5143.133333333333
