filename,n64000_m256000__greedy_lsr100000x5_flat_explore
random_i0_n64000_m256000.hgr,9176.0
random_i10_n64000_m256000.hgr,9133.0
random_i11_n64000_m256000.hgr,9114.0
random_i12_n64000_m256000.hgr,9180.0
random_i13_n64000_m256000.hgr,9179.0
random_i14_n64000_m256000.hgr,9099.0
random_i15_n64000_m256000.hgr,9157.0
random_i16_n64000_m256000.hgr,9141.0
random_i17_n64000_m256000.hgr,9108.0
random_i18_n64000_m256000.hgr,9193.0
random_i19_n64000_m256000.hgr,9149.0
random_i1_n64000_m256000.hgr,9152.0
random_i20_n64000_m256000.hgr,9140.0
random_i21_n64000_m256000.hgr,9155.0
random_i22_n64000_m256000.hgr,9090.0
random_i23_n64000_m256000.hgr,9104.0
random_i24_n64000_m256000.hgr,9119.0
random_i25_n64000_m256000.hgr,9092.0
random_i26_n64000_m256000.hgr,9096.0
random_i27_n64000_m256000.hgr,9168.0
random_i28_n64000_m256000.hgr,9161.0
random_i29_n64000_m256000.hgr,9099.0
random_i2_n64000_m256000.hgr,9185.0
random_i3_n64000_m256000.hgr,9106.0
random_i4_n64000_m256000.hgr,9123.0
random_i5_n64000_m256000.hgr,9138.0
random_i6_n64000_m256000.hgr,9176.0
random_i7_n64000_m256000.hgr,9073.0
random_i8_n64000_m256000.hgr,9138.0
random_i9_n64000_m256000.hgr,9099.0
AVERAGE,9134.766666666666
