filename,n4000_m4000__greedy_lsr100x5_flat_explore
random_i0_n4000_m4000.hgr,0.971709197646755
random_i10_n4000_m4000.hgr,0.9448091409338608
random_i11_n4000_m4000.hgr,1.3779154934519282
random_i12_n4000_m4000.hgr,1.0891171927979708
random_i13_n4000_m4000.hgr,1.2701978064434467
random_i14_n4000_m4000.hgr,1.4508564631245053
random_i15_n4000_m4000.hgr,1.4674361599801424
random_i16_n4000_m4000.hgr,1.3988873105154143
random_i17_n4000_m4000.hgr,1.4839996648726725
random_i18_n4000_m4000.hgr,1.4869834421874695
random_i19_n4000_m4000.hgr,1.5056362825231442
random_i1_n4000_m4000.hgr,1.4972563333977948
random_i20_n4000_m4000.hgr,1.5017688702922143
random_i21_n4000_m4000.hgr,1.51804676044537
random_i22_n4000_m4000.hgr,1.667046413847934
random_i23_n4000_m4000.hgr,1.6708332303025806
random_i24_n4000_m4000.hgr,1.6083044982698966
random_i25_n4000_m4000.hgr,1.2905618071416638
random_i26_n4000_m4000.hgr,1.2541352447968135
random_i27_n4000_m4000.hgr,1.2572504617746543
random_i28_n4000_m4000.hgr,1.1702032326218774
random_i29_n4000_m4000.hgr,1.3208956619646655
random_i2_n4000_m4000.hgr,1.3600170576331025
random_i3_n4000_m4000.hgr,1.4879559424631037
random_i4_n4000_m4000.hgr,1.913780690283431
random_i5_n4000_m4000.hgr,2.0302614048314997
random_i6_n4000_m4000.hgr,2.1153913043478276
random_i7_n4000_m4000.hgr,1.351798829412509
random_i8_n4000_m4000.hgr,1.5077078302292517
random_i9_n4000_m4000.hgr,1.5712249792683612
AVERAGE,1.4513996235933955
