filename,n64000_m64000__greedy_explore
random_i0_n64000_m64000.hgr,5470.0
random_i10_n64000_m64000.hgr,5414.0
random_i11_n64000_m64000.hgr,5445.0
random_i12_n64000_m64000.hgr,5410.0
random_i13_n64000_m64000.hgr,5430.0
random_i14_n64000_m64000.hgr,5383.0
random_i15_n64000_m64000.hgr,5422.0
random_i16_n64000_m64000.hgr,5382.0
random_i17_n64000_m64000.hgr,5367.0
random_i18_n64000_m64000.hgr,5442.0
random_i19_n64000_m64000.hgr,5472.0
random_i1_n64000_m64000.hgr,5399.0
random_i20_n64000_m64000.hgr,5429.0
random_i21_n64000_m64000.hgr,5409.0
random_i22_n64000_m64000.hgr,5415.0
random_i23_n64000_m64000.hgr,5425.0
random_i24_n64000_m64000.hgr,5475.0
random_i25_n64000_m64000.hgr,5428.0
random_i26_n64000_m64000.hgr,5436.0
random_i27_n64000_m64000.hgr,5453.0
random_i28_n64000_m64000.hgr,5425.0
random_i29_n64000_m64000.hgr,5477.0
random_i2_n64000_m64000.hgr,5460.0
random_i3_n64000_m64000.hgr,5466.0
random_i4_n64000_m64000.hgr,5465.0
random_i5_n64000_m64000.hgr,5427.0
random_i6_n64000_m64000.hgr,5421.0
random_i7_n64000_m64000.hgr,5492.0
random_i8_n64000_m64000.hgr,5504.0
random_i9_n64000_m64000.hgr,5423.0
AVERAGE,5435.533333333334
