filename,n256000_m64000__greedy_explore
random_i0_n256000_m64000.hgr,9965.0
random_i10_n256000_m64000.hgr,10082.0
random_i11_n256000_m64000.hgr,10073.0
random_i12_n256000_m64000.hgr,10072.0
random_i13_n256000_m64000.hgr,10020.0
random_i14_n256000_m64000.hgr,9974.0
random_i15_n256000_m64000.hgr,10048.0
random_i16_n256000_m64000.hgr,10039.0
random_i17_n256000_m64000.hgr,10002.0
random_i18_n256000_m64000.hgr,9975.0
random_i19_n256000_m64000.hgr,10000.0
random_i1_n256000_m64000.hgr,10029.0
random_i20_n256000_m64000.hgr,10122.0
random_i21_n256000_m64000.hgr,10014.0
random_i22_n256000_m64000.hgr,10020.0
random_i23_n256000_m64000.hgr,10054.0
random_i24_n256000_m64000.hgr,9978.0
random_i25_n256000_m64000.hgr,10065.0
random_i26_n256000_m64000.hgr,10037.0
random_i27_n256000_m64000.hgr,10035.0
random_i28_n256000_m64000.hgr,10107.0
random_i29_n256000_m64000.hgr,10010.0
random_i2_n256000_m64000.hgr,10039.0
random_i3_n256000_m64000.hgr,10068.0
random_i4_n256000_m64000.hgr,10061.0
random_i5_n256000_m64000.hgr,10060.0
random_i6_n256000_m64000.hgr,10068.0
random_i7_n256000_m64000.hgr,10100.0
random_i8_n256000_m64000.hgr,9990.0
random_i9_n256000_m64000.hgr,10012.0
AVERAGE,10037.3
