filename,n64000_m256000__adaptiveGreedy_explore
random_i0_n64000_m256000.hgr,1.4519464975753205
random_i10_n64000_m256000.hgr,1.0755714867213138
random_i11_n64000_m256000.hgr,0.8839534527441244
random_i12_n64000_m256000.hgr,0.834451941156546
random_i13_n64000_m256000.hgr,0.8841860328594044
random_i14_n64000_m256000.hgr,0.9579621516106929
random_i15_n64000_m256000.hgr,0.9320186992167989
random_i16_n64000_m256000.hgr,0.9486220913767877
random_i17_n64000_m256000.hgr,1.0043321522611477
random_i18_n64000_m256000.hgr,1.008950661071851
random_i19_n64000_m256000.hgr,0.8552531294424446
random_i1_n64000_m256000.hgr,0.922400032913712
random_i20_n64000_m256000.hgr,0.8935818091449385
random_i21_n64000_m256000.hgr,1.0050052824718683
random_i22_n64000_m256000.hgr,0.8691238260194966
random_i23_n64000_m256000.hgr,0.9196683524758447
random_i24_n64000_m256000.hgr,0.8474192759005816
random_i25_n64000_m256000.hgr,0.995376983934624
random_i26_n64000_m256000.hgr,0.7813432451674462
random_i27_n64000_m256000.hgr,0.7681999130111449
random_i28_n64000_m256000.hgr,0.7614252697533439
random_i29_n64000_m256000.hgr,0.8234544565774308
random_i2_n64000_m256000.hgr,0.7406550513374517
random_i3_n64000_m256000.hgr,0.7356195489505966
random_i4_n64000_m256000.hgr,0.7524058073974789
random_i5_n64000_m256000.hgr,0.7793159854721673
random_i6_n64000_m256000.hgr,0.9082532419651729
random_i7_n64000_m256000.hgr,0.9559690713779109
random_i8_n64000_m256000.hgr,0.9914865869211769
random_i9_n64000_m256000.hgr,0.9814434640189511
AVERAGE,0.9089798500282591
