filename,n1024000_m4000__adaptiveGreedy_explore
random_i0_n1024000_m4000.hgr,1.0
random_i10_n1024000_m4000.hgr,1.0
random_i11_n1024000_m4000.hgr,0.99953509995351
random_i12_n1024000_m4000.hgr,1.0
random_i13_n1024000_m4000.hgr,0.9990740740740741
random_i14_n1024000_m4000.hgr,0.9990796134376438
random_i15_n1024000_m4000.hgr,1.0
random_i16_n1024000_m4000.hgr,0.9995412844036697
random_i17_n1024000_m4000.hgr,1.0
random_i18_n1024000_m4000.hgr,1.0
random_i19_n1024000_m4000.hgr,1.0
random_i1_n1024000_m4000.hgr,0.9995417048579285
random_i20_n1024000_m4000.hgr,0.9995410738871042
random_i21_n1024000_m4000.hgr,0.99907019990702
random_i22_n1024000_m4000.hgr,0.9981524249422633
random_i23_n1024000_m4000.hgr,1.0
random_i24_n1024000_m4000.hgr,0.9995387453874539
random_i25_n1024000_m4000.hgr,1.0
random_i26_n1024000_m4000.hgr,0.9995376791493297
random_i27_n1024000_m4000.hgr,0.9990846681922196
random_i28_n1024000_m4000.hgr,0.999537251272559
random_i29_n1024000_m4000.hgr,0.9995393827729157
random_i2_n1024000_m4000.hgr,0.999537037037037
random_i3_n1024000_m4000.hgr,1.0
random_i4_n1024000_m4000.hgr,0.9995475113122172
random_i5_n1024000_m4000.hgr,0.9995412844036697
random_i6_n1024000_m4000.hgr,1.0
random_i7_n1024000_m4000.hgr,0.9986162361623616
random_i8_n1024000_m4000.hgr,0.9995346672871103
random_i9_n1024000_m4000.hgr,0.999540018399264
AVERAGE,0.9995696652279783
