filename,n256000_m64000__adaptiveGreedy_explore
random_i0_n256000_m64000.hgr,9732.0
random_i10_n256000_m64000.hgr,9762.0
random_i11_n256000_m64000.hgr,9820.0
random_i12_n256000_m64000.hgr,9795.0
random_i13_n256000_m64000.hgr,9779.0
random_i14_n256000_m64000.hgr,9741.0
random_i15_n256000_m64000.hgr,9777.0
random_i16_n256000_m64000.hgr,9780.0
random_i17_n256000_m64000.hgr,9750.0
random_i18_n256000_m64000.hgr,9727.0
random_i19_n256000_m64000.hgr,9820.0
random_i1_n256000_m64000.hgr,9705.0
random_i20_n256000_m64000.hgr,9837.0
random_i21_n256000_m64000.hgr,9806.0
random_i22_n256000_m64000.hgr,9742.0
random_i23_n256000_m64000.hgr,9755.0
random_i24_n256000_m64000.hgr,9748.0
random_i25_n256000_m64000.hgr,9811.0
random_i26_n256000_m64000.hgr,9763.0
random_i27_n256000_m64000.hgr,9820.0
random_i28_n256000_m64000.hgr,9834.0
random_i29_n256000_m64000.hgr,9787.0
random_i2_n256000_m64000.hgr,9764.0
random_i3_n256000_m64000.hgr,9766.0
random_i4_n256000_m64000.hgr,9776.0
random_i5_n256000_m64000.hgr,9789.0
random_i6_n256000_m64000.hgr,9788.0
random_i7_n256000_m64000.hgr,9786.0
random_i8_n256000_m64000.hgr,9751.0
random_i9_n256000_m64000.hgr,9709.0
AVERAGE,9774.0
