filename,n4000_m4000__greedy_lsr10000x5_flat_explore
random_i0_n4000_m4000.hgr,0.3583569526672363
random_i10_n4000_m4000.hgr,0.3728146553039551
random_i11_n4000_m4000.hgr,0.4329965114593506
random_i12_n4000_m4000.hgr,0.4154424667358398
random_i13_n4000_m4000.hgr,0.4574179649353027
random_i14_n4000_m4000.hgr,0.4131810665130615
random_i15_n4000_m4000.hgr,0.4459075927734375
random_i16_n4000_m4000.hgr,0.4259753227233886
random_i17_n4000_m4000.hgr,0.4352843761444092
random_i18_n4000_m4000.hgr,0.4437506198883056
random_i19_n4000_m4000.hgr,0.4359138011932373
random_i1_n4000_m4000.hgr,0.4458141326904297
random_i20_n4000_m4000.hgr,0.3942148685455322
random_i21_n4000_m4000.hgr,0.4161131381988525
random_i22_n4000_m4000.hgr,0.3838837146759033
random_i23_n4000_m4000.hgr,0.4494709968566894
random_i24_n4000_m4000.hgr,0.4485926628112793
random_i25_n4000_m4000.hgr,0.4111723899841308
random_i26_n4000_m4000.hgr,0.4059116840362549
random_i27_n4000_m4000.hgr,0.3711585998535156
random_i28_n4000_m4000.hgr,0.4184434413909912
random_i29_n4000_m4000.hgr,0.3850283622741699
random_i2_n4000_m4000.hgr,0.3989245891571045
random_i3_n4000_m4000.hgr,0.3850843906402588
random_i4_n4000_m4000.hgr,0.403127908706665
random_i5_n4000_m4000.hgr,0.3527894020080566
random_i6_n4000_m4000.hgr,0.3615257740020752
random_i7_n4000_m4000.hgr,0.3894891738891601
random_i8_n4000_m4000.hgr,0.354365587234497
random_i9_n4000_m4000.hgr,0.3735816478729248
AVERAGE,0.4061911265055338
