filename,n1024000_m4000__adaptiveGreedy_explore
random_i0_n1024000_m4000.hgr,2175.0
random_i10_n1024000_m4000.hgr,2157.0
random_i11_n1024000_m4000.hgr,2150.0
random_i12_n1024000_m4000.hgr,2161.0
random_i13_n1024000_m4000.hgr,2158.0
random_i14_n1024000_m4000.hgr,2171.0
random_i15_n1024000_m4000.hgr,2173.0
random_i16_n1024000_m4000.hgr,2179.0
random_i17_n1024000_m4000.hgr,2159.0
random_i18_n1024000_m4000.hgr,2178.0
random_i19_n1024000_m4000.hgr,2163.0
random_i1_n1024000_m4000.hgr,2181.0
random_i20_n1024000_m4000.hgr,2178.0
random_i21_n1024000_m4000.hgr,2149.0
random_i22_n1024000_m4000.hgr,2161.0
random_i23_n1024000_m4000.hgr,2184.0
random_i24_n1024000_m4000.hgr,2167.0
random_i25_n1024000_m4000.hgr,2182.0
random_i26_n1024000_m4000.hgr,2162.0
random_i27_n1024000_m4000.hgr,2183.0
random_i28_n1024000_m4000.hgr,2160.0
random_i29_n1024000_m4000.hgr,2170.0
random_i2_n1024000_m4000.hgr,2159.0
random_i3_n1024000_m4000.hgr,2167.0
random_i4_n1024000_m4000.hgr,2209.0
random_i5_n1024000_m4000.hgr,2179.0
random_i6_n1024000_m4000.hgr,2172.0
random_i7_n1024000_m4000.hgr,2165.0
random_i8_n1024000_m4000.hgr,2148.0
random_i9_n1024000_m4000.hgr,2173.0
AVERAGE,2169.1
