filename,n4000_m4000__greedy_lsr100000x5_flat_explore
random_i0_n4000_m4000.hgr,262.0
random_i10_n4000_m4000.hgr,265.0
random_i11_n4000_m4000.hgr,257.0
random_i12_n4000_m4000.hgr,267.0
random_i13_n4000_m4000.hgr,256.0
random_i14_n4000_m4000.hgr,268.0
random_i15_n4000_m4000.hgr,264.0
random_i16_n4000_m4000.hgr,266.0
random_i17_n4000_m4000.hgr,266.0
random_i18_n4000_m4000.hgr,260.0
random_i19_n4000_m4000.hgr,265.0
random_i1_n4000_m4000.hgr,260.0
random_i20_n4000_m4000.hgr,269.0
random_i21_n4000_m4000.hgr,272.0
random_i22_n4000_m4000.hgr,272.0
random_i23_n4000_m4000.hgr,264.0
random_i24_n4000_m4000.hgr,264.0
random_i25_n4000_m4000.hgr,263.0
random_i26_n4000_m4000.hgr,267.0
random_i27_n4000_m4000.hgr,266.0
random_i28_n4000_m4000.hgr,264.0
random_i29_n4000_m4000.hgr,272.0
random_i2_n4000_m4000.hgr,267.0
random_i3_n4000_m4000.hgr,266.0
random_i4_n4000_m4000.hgr,264.0
random_i5_n4000_m4000.hgr,276.0
random_i6_n4000_m4000.hgr,264.0
random_i7_n4000_m4000.hgr,265.0
random_i8_n4000_m4000.hgr,263.0
random_i9_n4000_m4000.hgr,268.0
AVERAGE,265.4
