filename,n64000_m64000__greedy_lsr100x5_flat_explore
random_i0_n64000_m64000.hgr,5451.0
random_i10_n64000_m64000.hgr,5391.0
random_i11_n64000_m64000.hgr,5424.0
random_i12_n64000_m64000.hgr,5389.0
random_i13_n64000_m64000.hgr,5418.0
random_i14_n64000_m64000.hgr,5366.0
random_i15_n64000_m64000.hgr,5397.0
random_i16_n64000_m64000.hgr,5368.0
random_i17_n64000_m64000.hgr,5348.0
random_i18_n64000_m64000.hgr,5426.0
random_i19_n64000_m64000.hgr,5455.0
random_i1_n64000_m64000.hgr,5379.0
random_i20_n64000_m64000.hgr,5407.0
random_i21_n64000_m64000.hgr,5384.0
random_i22_n64000_m64000.hgr,5405.0
random_i23_n64000_m64000.hgr,5404.0
random_i24_n64000_m64000.hgr,5448.0
random_i25_n64000_m64000.hgr,5407.0
random_i26_n64000_m64000.hgr,5425.0
random_i27_n64000_m64000.hgr,5433.0
random_i28_n64000_m64000.hgr,5409.0
random_i29_n64000_m64000.hgr,5457.0
random_i2_n64000_m64000.hgr,5437.0
random_i3_n64000_m64000.hgr,5446.0
random_i4_n64000_m64000.hgr,5443.0
random_i5_n64000_m64000.hgr,5406.0
random_i6_n64000_m64000.hgr,5405.0
random_i7_n64000_m64000.hgr,5478.0
random_i8_n64000_m64000.hgr,5487.0
random_i9_n64000_m64000.hgr,5404.0
AVERAGE,5416.566666666667
