filename,n4000_m256000__adaptiveGreedy_explore
random_i0_n4000_m256000.hgr,2.4151151180267334
random_i10_n4000_m256000.hgr,2.5443356037139893
random_i11_n4000_m256000.hgr,2.75263786315918
random_i12_n4000_m256000.hgr,2.1624209880828857
random_i13_n4000_m256000.hgr,2.229421377182007
random_i14_n4000_m256000.hgr,2.281134366989136
random_i15_n4000_m256000.hgr,2.2921173572540283
random_i16_n4000_m256000.hgr,2.304461479187012
random_i17_n4000_m256000.hgr,2.434507369995117
random_i18_n4000_m256000.hgr,2.335583209991455
random_i19_n4000_m256000.hgr,2.4444949626922607
random_i1_n4000_m256000.hgr,2.1874210834503174
random_i20_n4000_m256000.hgr,2.285207509994507
random_i21_n4000_m256000.hgr,2.366992950439453
random_i22_n4000_m256000.hgr,2.340601921081543
random_i23_n4000_m256000.hgr,2.174312114715576
random_i24_n4000_m256000.hgr,2.4039342403411865
random_i25_n4000_m256000.hgr,2.0804808139801025
random_i26_n4000_m256000.hgr,2.2351770401000977
random_i27_n4000_m256000.hgr,2.267130136489868
random_i28_n4000_m256000.hgr,2.2870781421661377
random_i29_n4000_m256000.hgr,2.1686131954193115
random_i2_n4000_m256000.hgr,2.290855884552002
random_i3_n4000_m256000.hgr,2.2246193885803223
random_i4_n4000_m256000.hgr,2.311483144760132
random_i5_n4000_m256000.hgr,2.31571364402771
random_i6_n4000_m256000.hgr,2.2138211727142334
random_i7_n4000_m256000.hgr,2.1635682582855225
random_i8_n4000_m256000.hgr,2.1008596420288086
random_i9_n4000_m256000.hgr,2.356985330581665
AVERAGE,2.29903617699941
