filename,n4000_m64000__greedy_lsr100x5_flat_explore
random_i0_n4000_m64000.hgr,1218.0
random_i10_n4000_m64000.hgr,1237.0
random_i11_n4000_m64000.hgr,1204.0
random_i12_n4000_m64000.hgr,1218.0
random_i13_n4000_m64000.hgr,1226.0
random_i14_n4000_m64000.hgr,1226.0
random_i15_n4000_m64000.hgr,1195.0
random_i16_n4000_m64000.hgr,1207.0
random_i17_n4000_m64000.hgr,1197.0
random_i18_n4000_m64000.hgr,1208.0
random_i19_n4000_m64000.hgr,1220.0
random_i1_n4000_m64000.hgr,1191.0
random_i20_n4000_m64000.hgr,1210.0
random_i21_n4000_m64000.hgr,1209.0
random_i22_n4000_m64000.hgr,1208.0
random_i23_n4000_m64000.hgr,1210.0
random_i24_n4000_m64000.hgr,1203.0
random_i25_n4000_m64000.hgr,1213.0
random_i26_n4000_m64000.hgr,1216.0
random_i27_n4000_m64000.hgr,1172.0
random_i28_n4000_m64000.hgr,1187.0
random_i29_n4000_m64000.hgr,1211.0
random_i2_n4000_m64000.hgr,1206.0
random_i3_n4000_m64000.hgr,1220.0
random_i4_n4000_m64000.hgr,1217.0
random_i5_n4000_m64000.hgr,1218.0
random_i6_n4000_m64000.hgr,1200.0
random_i7_n4000_m64000.hgr,1200.0
random_i8_n4000_m64000.hgr,1198.0
random_i9_n4000_m64000.hgr,1225.0
AVERAGE,1209.0
