filename,n64000_m256000__greedy_explore
random_i0_n64000_m256000.hgr,1.3094596862792969
random_i10_n64000_m256000.hgr,1.3749935626983645
random_i11_n64000_m256000.hgr,1.337618112564087
random_i12_n64000_m256000.hgr,1.5796012878417969
random_i13_n64000_m256000.hgr,1.482452392578125
random_i14_n64000_m256000.hgr,1.512789011001587
random_i15_n64000_m256000.hgr,1.796041488647461
random_i16_n64000_m256000.hgr,1.5361087322235107
random_i17_n64000_m256000.hgr,1.4484210014343262
random_i18_n64000_m256000.hgr,1.3300316333770752
random_i19_n64000_m256000.hgr,1.254425287246704
random_i1_n64000_m256000.hgr,1.307112693786621
random_i20_n64000_m256000.hgr,1.355374097824097
random_i21_n64000_m256000.hgr,1.298476219177246
random_i22_n64000_m256000.hgr,1.2722468376159668
random_i23_n64000_m256000.hgr,1.3605365753173828
random_i24_n64000_m256000.hgr,1.3165466785430908
random_i25_n64000_m256000.hgr,1.252624750137329
random_i26_n64000_m256000.hgr,1.3543131351470947
random_i27_n64000_m256000.hgr,1.2217192649841309
random_i28_n64000_m256000.hgr,1.2536687850952148
random_i29_n64000_m256000.hgr,1.3267371654510498
random_i2_n64000_m256000.hgr,1.2220849990844729
random_i3_n64000_m256000.hgr,1.2225666046142578
random_i4_n64000_m256000.hgr,1.2941408157348633
random_i5_n64000_m256000.hgr,1.2240614891052246
random_i6_n64000_m256000.hgr,1.3070836067199707
random_i7_n64000_m256000.hgr,1.2936670780181885
random_i8_n64000_m256000.hgr,1.2735800743103027
random_i9_n64000_m256000.hgr,1.343252182006836
AVERAGE,1.3487245082855224
