filename,n4000_m4000__greedy_lsr100000x5_flat_explore
random_i0_n4000_m4000.hgr,52.88677407080653
random_i10_n4000_m4000.hgr,49.351957340527875
random_i11_n4000_m4000.hgr,74.58435742919056
random_i12_n4000_m4000.hgr,49.54541598080895
random_i13_n4000_m4000.hgr,57.45428203155446
random_i14_n4000_m4000.hgr,62.68029341792235
random_i15_n4000_m4000.hgr,64.88801234912664
random_i16_n4000_m4000.hgr,65.67471637139178
random_i17_n4000_m4000.hgr,64.3462982393847
random_i18_n4000_m4000.hgr,64.25526594363558
random_i19_n4000_m4000.hgr,72.45678982840217
random_i1_n4000_m4000.hgr,74.51908479984533
random_i20_n4000_m4000.hgr,67.73880953623876
random_i21_n4000_m4000.hgr,62.12439374164138
random_i22_n4000_m4000.hgr,70.78886329921083
random_i23_n4000_m4000.hgr,74.18385631743367
random_i24_n4000_m4000.hgr,69.33737431304705
random_i25_n4000_m4000.hgr,57.892297086513345
random_i26_n4000_m4000.hgr,64.0158601240055
random_i27_n4000_m4000.hgr,59.969151054285554
random_i28_n4000_m4000.hgr,60.06165333368223
random_i29_n4000_m4000.hgr,61.42410776073289
random_i2_n4000_m4000.hgr,68.32623097381878
random_i3_n4000_m4000.hgr,72.38474679397174
random_i4_n4000_m4000.hgr,92.75590296654379
random_i5_n4000_m4000.hgr,89.30173615773126
random_i6_n4000_m4000.hgr,72.02072463768121
random_i7_n4000_m4000.hgr,48.43290762479942
random_i8_n4000_m4000.hgr,62.5546081577294
random_i9_n4000_m4000.hgr,72.88510946802867
AVERAGE,65.96138603832308
