filename,n256000_m256000__greedy_explore
random_i0_n256000_m256000.hgr,21769.0
random_i10_n256000_m256000.hgr,21752.0
random_i11_n256000_m256000.hgr,21705.0
random_i12_n256000_m256000.hgr,21757.0
random_i13_n256000_m256000.hgr,21668.0
random_i14_n256000_m256000.hgr,21826.0
random_i15_n256000_m256000.hgr,21814.0
random_i16_n256000_m256000.hgr,21837.0
random_i17_n256000_m256000.hgr,21823.0
random_i18_n256000_m256000.hgr,21777.0
random_i19_n256000_m256000.hgr,21707.0
random_i1_n256000_m256000.hgr,21702.0
random_i20_n256000_m256000.hgr,21703.0
random_i21_n256000_m256000.hgr,21679.0
random_i22_n256000_m256000.hgr,21752.0
random_i23_n256000_m256000.hgr,21773.0
random_i24_n256000_m256000.hgr,21756.0
random_i25_n256000_m256000.hgr,21710.0
random_i26_n256000_m256000.hgr,21779.0
random_i27_n256000_m256000.hgr,21824.0
random_i28_n256000_m256000.hgr,21840.0
random_i29_n256000_m256000.hgr,21826.0
random_i2_n256000_m256000.hgr,21623.0
random_i3_n256000_m256000.hgr,21732.0
random_i4_n256000_m256000.hgr,21748.0
random_i5_n256000_m256000.hgr,21737.0
random_i6_n256000_m256000.hgr,21687.0
random_i7_n256000_m256000.hgr,21766.0
random_i8_n256000_m256000.hgr,21890.0
random_i9_n256000_m256000.hgr,21758.0
AVERAGE,21757.33333333333
