filename,n4000_m4000__greedy_lsr10000x5_flat_explore
random_i0_n4000_m4000.hgr,281.0
random_i10_n4000_m4000.hgr,278.0
random_i11_n4000_m4000.hgr,264.0
random_i12_n4000_m4000.hgr,274.0
random_i13_n4000_m4000.hgr,270.0
random_i14_n4000_m4000.hgr,278.0
random_i15_n4000_m4000.hgr,273.0
random_i16_n4000_m4000.hgr,279.0
random_i17_n4000_m4000.hgr,274.0
random_i18_n4000_m4000.hgr,276.0
random_i19_n4000_m4000.hgr,276.0
random_i1_n4000_m4000.hgr,275.0
random_i20_n4000_m4000.hgr,282.0
random_i21_n4000_m4000.hgr,277.0
random_i22_n4000_m4000.hgr,281.0
random_i23_n4000_m4000.hgr,276.0
random_i24_n4000_m4000.hgr,276.0
random_i25_n4000_m4000.hgr,274.0
random_i26_n4000_m4000.hgr,280.0
random_i27_n4000_m4000.hgr,279.0
random_i28_n4000_m4000.hgr,275.0
random_i29_n4000_m4000.hgr,284.0
random_i2_n4000_m4000.hgr,280.0
random_i3_n4000_m4000.hgr,274.0
random_i4_n4000_m4000.hgr,273.0
random_i5_n4000_m4000.hgr,293.0
random_i6_n4000_m4000.hgr,281.0
random_i7_n4000_m4000.hgr,276.0
random_i8_n4000_m4000.hgr,280.0
random_i9_n4000_m4000.hgr,276.0
AVERAGE,277.1666666666667
