filename,adaptiveGreedy_ku_lst25x150__hsh,greedy_ku_lst25x150__hsh,adaptiveGreedy_ku__hsh
heuristic_001.hgr,0.9035514248784392,0.9422970394534376,0.9067674032129008
heuristic_002.hgr,0.9682425410975196,0.9765246459916616,0.9682988819471398
heuristic_003.hgr,0.9883720930232558,0.9883720930232558,0.992248062015504
heuristic_004.hgr,0.9815100154083204,0.9849768875192604,0.9818952234206472
heuristic_005.hgr,0.9705882352941176,0.9717194570135748,0.994343891402715
heuristic_006.hgr,1.0,1.0,1.0
heuristic_007.hgr,0.9692468337375372,0.9933519125218058,0.9692645619708122
heuristic_008.hgr,0.9961315280464216,0.993230174081238,0.9980657640232108
heuristic_009.hgr,0.798622499180059,0.7927189242374549,0.8773368317481142
heuristic_010.hgr,0.9730912867023608,0.9821370729569576,0.9731246308328412
heuristic_011.hgr,0.986695192886274,0.9873637761583204,0.9870294845222972
heuristic_012.hgr,0.9743318673883626,0.9776242025903732,0.9743620722984728
heuristic_013.hgr,0.971550744761424,0.985207334006564,0.971625694269124
heuristic_014.hgr,0.9716409478785716,0.9777004727499776,0.9716944667439716
