filename,n4000_m256000__greedy_lsr100000x5_flat_explore
random_i0_n4000_m256000.hgr,15.334538459777832
random_i10_n4000_m256000.hgr,15.870083093643188
random_i11_n4000_m256000.hgr,18.205283880233765
random_i12_n4000_m256000.hgr,18.409852504730225
random_i13_n4000_m256000.hgr,18.43899297714233
random_i14_n4000_m256000.hgr,18.039730548858643
random_i15_n4000_m256000.hgr,17.99569845199585
random_i16_n4000_m256000.hgr,18.02570462226868
random_i17_n4000_m256000.hgr,17.975051641464233
random_i18_n4000_m256000.hgr,17.582170963287354
random_i19_n4000_m256000.hgr,17.973501682281494
random_i1_n4000_m256000.hgr,17.951165914535522
random_i20_n4000_m256000.hgr,17.73630452156067
random_i21_n4000_m256000.hgr,17.415153741836548
random_i22_n4000_m256000.hgr,17.29511260986328
random_i23_n4000_m256000.hgr,17.1499342918396
random_i24_n4000_m256000.hgr,17.491065979003906
random_i25_n4000_m256000.hgr,17.181569576263428
random_i26_n4000_m256000.hgr,16.8746600151062
random_i27_n4000_m256000.hgr,17.143174171447754
random_i28_n4000_m256000.hgr,16.929760456085205
random_i29_n4000_m256000.hgr,16.857929706573486
random_i2_n4000_m256000.hgr,17.12909984588623
random_i3_n4000_m256000.hgr,17.150519609451294
random_i4_n4000_m256000.hgr,16.90887141227722
random_i5_n4000_m256000.hgr,17.126402378082275
random_i6_n4000_m256000.hgr,17.262215614318848
random_i7_n4000_m256000.hgr,17.475507020950317
random_i8_n4000_m256000.hgr,17.411402702331543
random_i9_n4000_m256000.hgr,17.33900761604309
AVERAGE,17.389315533638
