filename,n256000_m64000__greedy_explore
random_i0_n256000_m64000.hgr,0.7987819764971298
random_i10_n256000_m64000.hgr,0.6758658175840944
random_i11_n256000_m64000.hgr,0.5532326466154619
random_i12_n256000_m64000.hgr,0.5827988409545334
random_i13_n256000_m64000.hgr,0.67958620204856
random_i14_n256000_m64000.hgr,0.6189228085861528
random_i15_n256000_m64000.hgr,0.5984300230992581
random_i16_n256000_m64000.hgr,0.6359663686661615
random_i17_n256000_m64000.hgr,0.6300037825071146
random_i18_n256000_m64000.hgr,0.6879043154511186
random_i19_n256000_m64000.hgr,0.5916307512371609
random_i1_n256000_m64000.hgr,0.6263996104254865
random_i20_n256000_m64000.hgr,0.6114166646293079
random_i21_n256000_m64000.hgr,0.5925863470063781
random_i22_n256000_m64000.hgr,0.5767549110547273
random_i23_n256000_m64000.hgr,0.6289554262686139
random_i24_n256000_m64000.hgr,0.6436435975460921
random_i25_n256000_m64000.hgr,0.6556952766276237
random_i26_n256000_m64000.hgr,0.5953361845111069
random_i27_n256000_m64000.hgr,0.6131781504757202
random_i28_n256000_m64000.hgr,0.5956489772277976
random_i29_n256000_m64000.hgr,0.6043926931266523
random_i2_n256000_m64000.hgr,0.6829237550927738
random_i3_n256000_m64000.hgr,0.6103548450647784
random_i4_n256000_m64000.hgr,0.5708230366594393
random_i5_n256000_m64000.hgr,0.5563010301576388
random_i6_n256000_m64000.hgr,0.5500698536968647
random_i7_n256000_m64000.hgr,0.5589084939920419
random_i8_n256000_m64000.hgr,0.592890189439814
random_i9_n256000_m64000.hgr,0.7379362883971037
AVERAGE,0.6219112954882235
