filename,n1024000_m1024000__greedy_lsr100000x5_flat_explore
random_i0_n1024000_m1024000.hgr,0.9206405775774855
random_i10_n1024000_m1024000.hgr,0.9219099182121875
random_i11_n1024000_m1024000.hgr,0.9209645240443048
random_i12_n1024000_m1024000.hgr,0.9197346676459787
random_i13_n1024000_m1024000.hgr,0.9209000045848426
random_i14_n1024000_m1024000.hgr,0.920511759431685
random_i15_n1024000_m1024000.hgr,0.9207890081106541
random_i16_n1024000_m1024000.hgr,0.9216140253876103
random_i17_n1024000_m1024000.hgr,0.9198219031512097
random_i18_n1024000_m1024000.hgr,0.9207465917464996
random_i19_n1024000_m1024000.hgr,0.9211263080594823
random_i1_n1024000_m1024000.hgr,0.9217131864207628
random_i20_n1024000_m1024000.hgr,0.9200207289687338
random_i21_n1024000_m1024000.hgr,0.9204549374978438
random_i22_n1024000_m1024000.hgr,0.9212892262116636
random_i23_n1024000_m1024000.hgr,0.9200916132447892
random_i24_n1024000_m1024000.hgr,0.920884288661695
random_i25_n1024000_m1024000.hgr,0.9208719947569936
random_i26_n1024000_m1024000.hgr,0.9203126258963823
random_i27_n1024000_m1024000.hgr,0.9201215666035897
random_i28_n1024000_m1024000.hgr,0.9215133343308664
random_i29_n1024000_m1024000.hgr,0.9205089269280324
random_i2_n1024000_m1024000.hgr,0.9223243915929203
random_i3_n1024000_m1024000.hgr,0.9212365776827389
random_i4_n1024000_m1024000.hgr,0.920828089459525
random_i5_n1024000_m1024000.hgr,0.9194735027014599
random_i6_n1024000_m1024000.hgr,0.9200988846728757
random_i7_n1024000_m1024000.hgr,0.9205041146342867
random_i8_n1024000_m1024000.hgr,0.9207210521475214
random_i9_n1024000_m1024000.hgr,0.9207770386908187
AVERAGE,0.9207501789685147
