filename,n1024000_m1024000__adaptiveGreedy_explore
random_i0_n1024000_m1024000.hgr,82092.0
random_i10_n1024000_m1024000.hgr,82074.0
random_i11_n1024000_m1024000.hgr,82244.0
random_i12_n1024000_m1024000.hgr,82171.0
random_i13_n1024000_m1024000.hgr,82363.0
random_i14_n1024000_m1024000.hgr,82302.0
random_i15_n1024000_m1024000.hgr,82269.0
random_i16_n1024000_m1024000.hgr,82194.0
random_i17_n1024000_m1024000.hgr,82143.0
random_i18_n1024000_m1024000.hgr,82105.0
random_i19_n1024000_m1024000.hgr,82344.0
random_i1_n1024000_m1024000.hgr,82141.0
random_i20_n1024000_m1024000.hgr,82088.0
random_i21_n1024000_m1024000.hgr,82062.0
random_i22_n1024000_m1024000.hgr,82337.0
random_i23_n1024000_m1024000.hgr,82093.0
random_i24_n1024000_m1024000.hgr,82087.0
random_i25_n1024000_m1024000.hgr,82115.0
random_i26_n1024000_m1024000.hgr,82087.0
random_i27_n1024000_m1024000.hgr,82402.0
random_i28_n1024000_m1024000.hgr,82120.0
random_i29_n1024000_m1024000.hgr,82096.0
random_i2_n1024000_m1024000.hgr,82067.0
random_i3_n1024000_m1024000.hgr,82177.0
random_i4_n1024000_m1024000.hgr,81951.0
random_i5_n1024000_m1024000.hgr,82326.0
random_i6_n1024000_m1024000.hgr,82245.0
random_i7_n1024000_m1024000.hgr,82023.0
random_i8_n1024000_m1024000.hgr,81983.0
random_i9_n1024000_m1024000.hgr,82245.0
AVERAGE,82164.86666666667
