filename,n4000_m1024000__greedy_lsr100000x5_flat_explore
random_i0_n4000_m1024000.hgr,92.38560104370116
random_i10_n4000_m1024000.hgr,94.4890468120575
random_i11_n4000_m1024000.hgr,300.1805694103241
random_i12_n4000_m1024000.hgr,300.1921966075897
random_i13_n4000_m1024000.hgr,300.19165682792664
random_i14_n4000_m1024000.hgr,300.1837229728699
random_i15_n4000_m1024000.hgr,300.1900751590729
random_i16_n4000_m1024000.hgr,300.1884469985962
random_i17_n4000_m1024000.hgr,300.1774847507477
random_i18_n4000_m1024000.hgr,300.1698772907257
random_i19_n4000_m1024000.hgr,300.2118911743164
random_i1_n4000_m1024000.hgr,300.21268463134766
random_i20_n4000_m1024000.hgr,300.21332263946533
random_i21_n4000_m1024000.hgr,300.1900782585144
random_i22_n4000_m1024000.hgr,300.1676676273346
random_i23_n4000_m1024000.hgr,300.17797684669495
random_i24_n4000_m1024000.hgr,300.1852917671204
random_i25_n4000_m1024000.hgr,300.17452931404114
random_i26_n4000_m1024000.hgr,300.20868396759033
random_i27_n4000_m1024000.hgr,300.19867849349976
random_i28_n4000_m1024000.hgr,300.19274497032166
random_i29_n4000_m1024000.hgr,300.18097734451294
random_i2_n4000_m1024000.hgr,300.2120349407196
random_i3_n4000_m1024000.hgr,300.21266627311707
random_i4_n4000_m1024000.hgr,300.2179892063141
random_i5_n4000_m1024000.hgr,300.2079308032989
random_i6_n4000_m1024000.hgr,300.2505874633789
random_i7_n4000_m1024000.hgr,300.2320868968964
random_i8_n4000_m1024000.hgr,300.2178971767425
random_i9_n4000_m1024000.hgr,300.18492603302
AVERAGE,286.4133107900619
