filename,n4000_m256000__greedy_lsr10000x5_flat_explore
random_i0_n4000_m256000.hgr,0.8833833833833834
random_i10_n4000_m256000.hgr,0.8972945891783567
random_i11_n4000_m256000.hgr,0.897887323943662
random_i12_n4000_m256000.hgr,0.8856569709127382
random_i13_n4000_m256000.hgr,0.8853118712273642
random_i14_n4000_m256000.hgr,0.8932472691161867
random_i15_n4000_m256000.hgr,0.8947895791583166
random_i16_n4000_m256000.hgr,0.8901154039136979
random_i17_n4000_m256000.hgr,0.8917165668662674
random_i18_n4000_m256000.hgr,0.8825301204819277
random_i19_n4000_m256000.hgr,0.8855572213893054
random_i1_n4000_m256000.hgr,0.884
random_i20_n4000_m256000.hgr,0.8931989924433249
random_i21_n4000_m256000.hgr,0.8918377566349525
random_i22_n4000_m256000.hgr,0.8904522613065327
random_i23_n4000_m256000.hgr,0.8896103896103896
random_i24_n4000_m256000.hgr,0.8836399801093983
random_i25_n4000_m256000.hgr,0.8867639657775541
random_i26_n4000_m256000.hgr,0.8892785571142284
random_i27_n4000_m256000.hgr,0.8911088911088911
random_i28_n4000_m256000.hgr,0.8927855711422845
random_i29_n4000_m256000.hgr,0.8881709741550696
random_i2_n4000_m256000.hgr,0.8958228485153498
random_i3_n4000_m256000.hgr,0.8941475826972011
random_i4_n4000_m256000.hgr,0.8855869242199108
random_i5_n4000_m256000.hgr,0.886284289276808
random_i6_n4000_m256000.hgr,0.8874937217478654
random_i7_n4000_m256000.hgr,0.8927492447129909
random_i8_n4000_m256000.hgr,0.8899355478433317
random_i9_n4000_m256000.hgr,0.8984492246123061
AVERAGE,0.8899602340866533
