filename,n256000_m256000__greedy_explore
random_i0_n256000_m256000.hgr,0.7875784843211457
random_i10_n256000_m256000.hgr,0.7338049036302227
random_i11_n256000_m256000.hgr,0.5880306728484693
random_i12_n256000_m256000.hgr,0.5489820588678073
random_i13_n256000_m256000.hgr,0.5545548170520833
random_i14_n256000_m256000.hgr,0.6523986251621922
random_i15_n256000_m256000.hgr,0.5203094560582433
random_i16_n256000_m256000.hgr,0.5055243408235306
random_i17_n256000_m256000.hgr,0.5416926732505615
random_i18_n256000_m256000.hgr,0.5594475113656492
random_i19_n256000_m256000.hgr,0.5173865900339711
random_i1_n256000_m256000.hgr,0.5084083416901269
random_i20_n256000_m256000.hgr,0.4785867402907166
random_i21_n256000_m256000.hgr,0.5214056431216804
random_i22_n256000_m256000.hgr,0.5274030845053044
random_i23_n256000_m256000.hgr,0.5373708154384225
random_i24_n256000_m256000.hgr,0.5300448990440625
random_i25_n256000_m256000.hgr,0.5377411603213338
random_i26_n256000_m256000.hgr,0.4994607060389148
random_i27_n256000_m256000.hgr,0.48927455851865975
random_i28_n256000_m256000.hgr,0.5177412182924079
random_i29_n256000_m256000.hgr,0.49888404280531734
random_i2_n256000_m256000.hgr,0.41752123146973613
random_i3_n256000_m256000.hgr,0.39983869271157385
random_i4_n256000_m256000.hgr,0.40184336353156036
random_i5_n256000_m256000.hgr,0.4444187745606219
random_i6_n256000_m256000.hgr,0.5290397406363212
random_i7_n256000_m256000.hgr,0.5311750837786811
random_i8_n256000_m256000.hgr,0.5241404419286347
random_i9_n256000_m256000.hgr,0.5154840676858382
AVERAGE,0.530649757992793
