filename,n4000_m256000__greedy_lsr10000x5_flat_explore
random_i0_n4000_m256000.hgr,2.2718052864074707
random_i10_n4000_m256000.hgr,2.333059072494507
random_i11_n4000_m256000.hgr,3.293421745300293
random_i12_n4000_m256000.hgr,3.3884172439575195
random_i13_n4000_m256000.hgr,3.4199976921081543
random_i14_n4000_m256000.hgr,3.3685073852539062
random_i15_n4000_m256000.hgr,3.332481622695923
random_i16_n4000_m256000.hgr,3.301755905151367
random_i17_n4000_m256000.hgr,3.240267753601074
random_i18_n4000_m256000.hgr,3.2551634311676025
random_i19_n4000_m256000.hgr,3.072648048400879
random_i1_n4000_m256000.hgr,3.128671646118164
random_i20_n4000_m256000.hgr,3.161801815032959
random_i21_n4000_m256000.hgr,3.167143583297729
random_i22_n4000_m256000.hgr,3.305874347686768
random_i23_n4000_m256000.hgr,3.225466012954712
random_i24_n4000_m256000.hgr,3.354827880859375
random_i25_n4000_m256000.hgr,3.1798255443573
random_i26_n4000_m256000.hgr,3.2839720249176025
random_i27_n4000_m256000.hgr,3.266730070114136
random_i28_n4000_m256000.hgr,3.266970634460449
random_i29_n4000_m256000.hgr,3.206247329711914
random_i2_n4000_m256000.hgr,3.169320821762085
random_i3_n4000_m256000.hgr,3.280846357345581
random_i4_n4000_m256000.hgr,3.307146549224853
random_i5_n4000_m256000.hgr,3.3210391998291016
random_i6_n4000_m256000.hgr,3.096196413040161
random_i7_n4000_m256000.hgr,3.2088451385498047
random_i8_n4000_m256000.hgr,3.0720059871673584
random_i9_n4000_m256000.hgr,3.197488307952881
AVERAGE,3.1825981616973875
