filename,n64000_m64000__greedy_lsr10000x5_flat_explore
random_i0_n64000_m64000.hgr,4936.0
random_i10_n64000_m64000.hgr,4880.0
random_i11_n64000_m64000.hgr,4899.0
random_i12_n64000_m64000.hgr,4913.0
random_i13_n64000_m64000.hgr,4889.0
random_i14_n64000_m64000.hgr,4876.0
random_i15_n64000_m64000.hgr,4902.0
random_i16_n64000_m64000.hgr,4871.0
random_i17_n64000_m64000.hgr,4883.0
random_i18_n64000_m64000.hgr,4917.0
random_i19_n64000_m64000.hgr,4926.0
random_i1_n64000_m64000.hgr,4885.0
random_i20_n64000_m64000.hgr,4908.0
random_i21_n64000_m64000.hgr,4863.0
random_i22_n64000_m64000.hgr,4878.0
random_i23_n64000_m64000.hgr,4911.0
random_i24_n64000_m64000.hgr,4926.0
random_i25_n64000_m64000.hgr,4894.0
random_i26_n64000_m64000.hgr,4924.0
random_i27_n64000_m64000.hgr,4931.0
random_i28_n64000_m64000.hgr,4880.0
random_i29_n64000_m64000.hgr,4955.0
random_i2_n64000_m64000.hgr,4930.0
random_i3_n64000_m64000.hgr,4933.0
random_i4_n64000_m64000.hgr,4938.0
random_i5_n64000_m64000.hgr,4909.0
random_i6_n64000_m64000.hgr,4891.0
random_i7_n64000_m64000.hgr,4944.0
random_i8_n64000_m64000.hgr,4975.0
random_i9_n64000_m64000.hgr,4895.0
AVERAGE,4908.733333333334
