filename,n256000_m4000__adaptiveGreedy_explore
random_i0_n256000_m4000.hgr,0.45360841232810645
random_i10_n256000_m4000.hgr,0.5559881942364452
random_i11_n256000_m4000.hgr,0.46591341287770915
random_i12_n256000_m4000.hgr,0.36741917408916763
random_i13_n256000_m4000.hgr,0.5140242695063945
random_i14_n256000_m4000.hgr,0.4655108998262717
random_i15_n256000_m4000.hgr,0.4951620109822225
random_i16_n256000_m4000.hgr,0.6562437785579361
random_i17_n256000_m4000.hgr,0.7358415582860163
random_i18_n256000_m4000.hgr,0.6330595172728107
random_i19_n256000_m4000.hgr,0.5448354327289255
random_i1_n256000_m4000.hgr,0.5435962032068864
random_i20_n256000_m4000.hgr,0.608905759425484
random_i21_n256000_m4000.hgr,0.6585673131705438
random_i22_n256000_m4000.hgr,0.858123094638087
random_i23_n256000_m4000.hgr,0.7101000684025238
random_i24_n256000_m4000.hgr,0.6631963540338146
random_i25_n256000_m4000.hgr,0.7292473823730196
random_i26_n256000_m4000.hgr,0.7302277196471357
random_i27_n256000_m4000.hgr,0.6667110094184
random_i28_n256000_m4000.hgr,0.5906697619786682
random_i29_n256000_m4000.hgr,0.585125047251615
random_i2_n256000_m4000.hgr,0.546746341807326
random_i3_n256000_m4000.hgr,0.6596703302028515
random_i4_n256000_m4000.hgr,0.6472794159396501
random_i5_n256000_m4000.hgr,0.4898898096241393
random_i6_n256000_m4000.hgr,0.489572251577816
random_i7_n256000_m4000.hgr,0.6062613084786047
random_i8_n256000_m4000.hgr,0.510657673524938
random_i9_n256000_m4000.hgr,1.0127654412034666
AVERAGE,0.6064972982198993
