filename,n256000_m4000__greedy_explore
random_i0_n256000_m4000.hgr,0.0961637496948242
random_i10_n256000_m4000.hgr,0.0861642360687255
random_i11_n256000_m4000.hgr,0.1170089244842529
random_i12_n256000_m4000.hgr,0.1301774978637695
random_i13_n256000_m4000.hgr,0.1298048496246338
random_i14_n256000_m4000.hgr,0.1184394359588623
random_i15_n256000_m4000.hgr,0.1491580009460449
random_i16_n256000_m4000.hgr,0.1388168334960937
random_i17_n256000_m4000.hgr,0.108267068862915
random_i18_n256000_m4000.hgr,0.1072003841400146
random_i19_n256000_m4000.hgr,0.1071457862854003
random_i1_n256000_m4000.hgr,0.1271610260009765
random_i20_n256000_m4000.hgr,0.1396117210388183
random_i21_n256000_m4000.hgr,0.0966930389404296
random_i22_n256000_m4000.hgr,0.0962965488433837
random_i23_n256000_m4000.hgr,0.1062653064727783
random_i24_n256000_m4000.hgr,0.1075387001037597
random_i25_n256000_m4000.hgr,0.1190407276153564
random_i26_n256000_m4000.hgr,0.1062941551208496
random_i27_n256000_m4000.hgr,0.0966231822967529
random_i28_n256000_m4000.hgr,0.0855231285095214
random_i29_n256000_m4000.hgr,0.1070384979248046
random_i2_n256000_m4000.hgr,0.1070070266723632
random_i3_n256000_m4000.hgr,0.1472067832946777
random_i4_n256000_m4000.hgr,0.0967974662780761
random_i5_n256000_m4000.hgr,0.1077048778533935
random_i6_n256000_m4000.hgr,0.1055207252502441
random_i7_n256000_m4000.hgr,0.0858335494995117
random_i8_n256000_m4000.hgr,0.0958437919616699
random_i9_n256000_m4000.hgr,0.1095492839813232
AVERAGE,0.1110632101694742
