filename,n4000_m64000__greedy_explore
random_i0_n4000_m64000.hgr,1240.0
random_i10_n4000_m64000.hgr,1269.0
random_i11_n4000_m64000.hgr,1231.0
random_i12_n4000_m64000.hgr,1245.0
random_i13_n4000_m64000.hgr,1256.0
random_i14_n4000_m64000.hgr,1241.0
random_i15_n4000_m64000.hgr,1214.0
random_i16_n4000_m64000.hgr,1238.0
random_i17_n4000_m64000.hgr,1221.0
random_i18_n4000_m64000.hgr,1225.0
random_i19_n4000_m64000.hgr,1246.0
random_i1_n4000_m64000.hgr,1219.0
random_i20_n4000_m64000.hgr,1244.0
random_i21_n4000_m64000.hgr,1230.0
random_i22_n4000_m64000.hgr,1238.0
random_i23_n4000_m64000.hgr,1230.0
random_i24_n4000_m64000.hgr,1225.0
random_i25_n4000_m64000.hgr,1233.0
random_i26_n4000_m64000.hgr,1238.0
random_i27_n4000_m64000.hgr,1194.0
random_i28_n4000_m64000.hgr,1202.0
random_i29_n4000_m64000.hgr,1227.0
random_i2_n4000_m64000.hgr,1237.0
random_i3_n4000_m64000.hgr,1242.0
random_i4_n4000_m64000.hgr,1239.0
random_i5_n4000_m64000.hgr,1239.0
random_i6_n4000_m64000.hgr,1221.0
random_i7_n4000_m64000.hgr,1227.0
random_i8_n4000_m64000.hgr,1218.0
random_i9_n4000_m64000.hgr,1249.0
AVERAGE,1232.6
