filename,n64000_m4000__greedy_lsr100000x5_flat_explore
random_i0_n64000_m4000.hgr,960.0
random_i10_n64000_m4000.hgr,959.0
random_i11_n64000_m4000.hgr,955.0
random_i12_n64000_m4000.hgr,969.0
random_i13_n64000_m4000.hgr,933.0
random_i14_n64000_m4000.hgr,952.0
random_i15_n64000_m4000.hgr,942.0
random_i16_n64000_m4000.hgr,959.0
random_i17_n64000_m4000.hgr,945.0
random_i18_n64000_m4000.hgr,949.0
random_i19_n64000_m4000.hgr,947.0
random_i1_n64000_m4000.hgr,951.0
random_i20_n64000_m4000.hgr,950.0
random_i21_n64000_m4000.hgr,945.0
random_i22_n64000_m4000.hgr,946.0
random_i23_n64000_m4000.hgr,941.0
random_i24_n64000_m4000.hgr,943.0
random_i25_n64000_m4000.hgr,941.0
random_i26_n64000_m4000.hgr,954.0
random_i27_n64000_m4000.hgr,932.0
random_i28_n64000_m4000.hgr,959.0
random_i29_n64000_m4000.hgr,954.0
random_i2_n64000_m4000.hgr,945.0
random_i3_n64000_m4000.hgr,941.0
random_i4_n64000_m4000.hgr,960.0
random_i5_n64000_m4000.hgr,938.0
random_i6_n64000_m4000.hgr,948.0
random_i7_n64000_m4000.hgr,944.0
random_i8_n64000_m4000.hgr,940.0
random_i9_n64000_m4000.hgr,931.0
AVERAGE,947.7666666666668
