filename,n64000_m1024000__adaptiveGreedy_explore
random_i0_n64000_m1024000.hgr,18069.0
random_i10_n64000_m1024000.hgr,18265.0
random_i11_n64000_m1024000.hgr,18340.0
random_i12_n64000_m1024000.hgr,18309.0
random_i13_n64000_m1024000.hgr,18302.0
random_i14_n64000_m1024000.hgr,18171.0
random_i15_n64000_m1024000.hgr,18351.0
random_i16_n64000_m1024000.hgr,18268.0
random_i17_n64000_m1024000.hgr,18240.0
random_i18_n64000_m1024000.hgr,18257.0
random_i19_n64000_m1024000.hgr,18158.0
random_i1_n64000_m1024000.hgr,18202.0
random_i20_n64000_m1024000.hgr,18283.0
random_i21_n64000_m1024000.hgr,18202.0
random_i22_n64000_m1024000.hgr,18196.0
random_i23_n64000_m1024000.hgr,18218.0
random_i24_n64000_m1024000.hgr,18224.0
random_i25_n64000_m1024000.hgr,18235.0
random_i26_n64000_m1024000.hgr,18210.0
random_i27_n64000_m1024000.hgr,18241.0
random_i28_n64000_m1024000.hgr,18206.0
random_i29_n64000_m1024000.hgr,18240.0
random_i2_n64000_m1024000.hgr,18257.0
random_i3_n64000_m1024000.hgr,18133.0
random_i4_n64000_m1024000.hgr,18199.0
random_i5_n64000_m1024000.hgr,18205.0
random_i6_n64000_m1024000.hgr,18223.0
random_i7_n64000_m1024000.hgr,18399.0
random_i8_n64000_m1024000.hgr,18249.0
random_i9_n64000_m1024000.hgr,18232.0
AVERAGE,18236.13333333333
