filename,n64000_m1024000__adaptiveGreedy_explore
random_i0_n64000_m1024000.hgr,0.9251446418514157
random_i10_n64000_m1024000.hgr,0.9239680291380008
random_i11_n64000_m1024000.hgr,0.9242088288651481
random_i12_n64000_m1024000.hgr,0.9278836407865396
random_i13_n64000_m1024000.hgr,0.9268243277459868
random_i14_n64000_m1024000.hgr,0.9214035799401653
random_i15_n64000_m1024000.hgr,0.9253693711865262
random_i16_n64000_m1024000.hgr,0.9259465761062395
random_i17_n64000_m1024000.hgr,0.9266880048773053
random_i18_n64000_m1024000.hgr,0.9268453650116764
random_i19_n64000_m1024000.hgr,0.9210713198742011
random_i1_n64000_m1024000.hgr,0.9220404234841193
random_i20_n64000_m1024000.hgr,0.9240839019459186
random_i21_n64000_m1024000.hgr,0.9237718229801055
random_i22_n64000_m1024000.hgr,0.9261936272014659
random_i23_n64000_m1024000.hgr,0.9239742354313537
random_i24_n64000_m1024000.hgr,0.9249352890422778
random_i25_n64000_m1024000.hgr,0.9297404782542191
random_i26_n64000_m1024000.hgr,0.9246471006397887
random_i27_n64000_m1024000.hgr,0.9242032730404823
random_i28_n64000_m1024000.hgr,0.9259956258582982
random_i29_n64000_m1024000.hgr,0.9270648030495553
random_i2_n64000_m1024000.hgr,0.9257644135692916
random_i3_n64000_m1024000.hgr,0.9215795893474283
random_i4_n64000_m1024000.hgr,0.9243701747257212
random_i5_n64000_m1024000.hgr,0.9225662595651953
random_i6_n64000_m1024000.hgr,0.9292707802141764
random_i7_n64000_m1024000.hgr,0.9269951632406288
random_i8_n64000_m1024000.hgr,0.9245617590434695
random_i9_n64000_m1024000.hgr,0.9220188125821787
AVERAGE,0.9249710406199625
