filename,n64000_m1024000__greedy_explore
random_i0_n64000_m1024000.hgr,19531.0
random_i10_n64000_m1024000.hgr,19768.0
random_i11_n64000_m1024000.hgr,19844.0
random_i12_n64000_m1024000.hgr,19732.0
random_i13_n64000_m1024000.hgr,19747.0
random_i14_n64000_m1024000.hgr,19721.0
random_i15_n64000_m1024000.hgr,19831.0
random_i16_n64000_m1024000.hgr,19729.0
random_i17_n64000_m1024000.hgr,19683.0
random_i18_n64000_m1024000.hgr,19698.0
random_i19_n64000_m1024000.hgr,19714.0
random_i1_n64000_m1024000.hgr,19741.0
random_i20_n64000_m1024000.hgr,19785.0
random_i21_n64000_m1024000.hgr,19704.0
random_i22_n64000_m1024000.hgr,19646.0
random_i23_n64000_m1024000.hgr,19717.0
random_i24_n64000_m1024000.hgr,19703.0
random_i25_n64000_m1024000.hgr,19613.0
random_i26_n64000_m1024000.hgr,19694.0
random_i27_n64000_m1024000.hgr,19737.0
random_i28_n64000_m1024000.hgr,19661.0
random_i29_n64000_m1024000.hgr,19675.0
random_i2_n64000_m1024000.hgr,19721.0
random_i3_n64000_m1024000.hgr,19676.0
random_i4_n64000_m1024000.hgr,19688.0
random_i5_n64000_m1024000.hgr,19733.0
random_i6_n64000_m1024000.hgr,19610.0
random_i7_n64000_m1024000.hgr,19848.0
random_i8_n64000_m1024000.hgr,19738.0
random_i9_n64000_m1024000.hgr,19774.0
AVERAGE,19715.4
