filename,n4000_m64000__adaptiveGreedy_explore
random_i0_n4000_m64000.hgr,0.3921265602111816
random_i10_n4000_m64000.hgr,0.3805859088897705
random_i11_n4000_m64000.hgr,0.3183696269989013
random_i12_n4000_m64000.hgr,0.399458646774292
random_i13_n4000_m64000.hgr,0.3906464576721191
random_i14_n4000_m64000.hgr,0.328242540359497
random_i15_n4000_m64000.hgr,0.4593446254730224
random_i16_n4000_m64000.hgr,0.3577513694763183
random_i17_n4000_m64000.hgr,0.4535319805145263
random_i18_n4000_m64000.hgr,0.4217033386230469
random_i19_n4000_m64000.hgr,0.3895463943481445
random_i1_n4000_m64000.hgr,0.4019246101379394
random_i20_n4000_m64000.hgr,0.3293323516845703
random_i21_n4000_m64000.hgr,0.3571720123291015
random_i22_n4000_m64000.hgr,0.3800849914550781
random_i23_n4000_m64000.hgr,0.3373959064483642
random_i24_n4000_m64000.hgr,0.4021639823913574
random_i25_n4000_m64000.hgr,0.3675723075866699
random_i26_n4000_m64000.hgr,0.5270631313323975
random_i27_n4000_m64000.hgr,0.3372876644134521
random_i28_n4000_m64000.hgr,0.378833532333374
random_i29_n4000_m64000.hgr,0.3483285903930664
random_i2_n4000_m64000.hgr,0.3683085441589355
random_i3_n4000_m64000.hgr,0.3784615993499756
random_i4_n4000_m64000.hgr,0.368582010269165
random_i5_n4000_m64000.hgr,0.3275554180145263
random_i6_n4000_m64000.hgr,0.3712856769561767
random_i7_n4000_m64000.hgr,0.3793275356292724
random_i8_n4000_m64000.hgr,0.3684916496276855
random_i9_n4000_m64000.hgr,0.3815371990203857
AVERAGE,0.3800672054290771
