filename,n4000_m256000__adaptiveGreedy_explore
random_i0_n4000_m256000.hgr,1880.0
random_i10_n4000_m256000.hgr,1895.0
random_i11_n4000_m256000.hgr,1892.0
random_i12_n4000_m256000.hgr,1851.0
random_i13_n4000_m256000.hgr,1871.0
random_i14_n4000_m256000.hgr,1885.0
random_i15_n4000_m256000.hgr,1877.0
random_i16_n4000_m256000.hgr,1872.0
random_i17_n4000_m256000.hgr,1884.0
random_i18_n4000_m256000.hgr,1866.0
random_i19_n4000_m256000.hgr,1884.0
random_i1_n4000_m256000.hgr,1882.0
random_i20_n4000_m256000.hgr,1891.0
random_i21_n4000_m256000.hgr,1878.0
random_i22_n4000_m256000.hgr,1871.0
random_i23_n4000_m256000.hgr,1864.0
random_i24_n4000_m256000.hgr,1880.0
random_i25_n4000_m256000.hgr,1868.0
random_i26_n4000_m256000.hgr,1869.0
random_i27_n4000_m256000.hgr,1877.0
random_i28_n4000_m256000.hgr,1870.0
random_i29_n4000_m256000.hgr,1885.0
random_i2_n4000_m256000.hgr,1869.0
random_i3_n4000_m256000.hgr,1856.0
random_i4_n4000_m256000.hgr,1901.0
random_i5_n4000_m256000.hgr,1883.0
random_i6_n4000_m256000.hgr,1877.0
random_i7_n4000_m256000.hgr,1880.0
random_i8_n4000_m256000.hgr,1868.0
random_i9_n4000_m256000.hgr,1911.0
AVERAGE,1877.9
