filename,n1024000_m256000__adaptiveGreedy_explore
random_i0_n1024000_m256000.hgr,0.972735399284863
random_i10_n1024000_m256000.hgr,0.971897828355613
random_i11_n1024000_m256000.hgr,0.9733220726315267
random_i12_n1024000_m256000.hgr,0.9727191190393144
random_i13_n1024000_m256000.hgr,0.9710999925322978
random_i14_n1024000_m256000.hgr,0.973425736650546
random_i15_n1024000_m256000.hgr,0.9717976800916015
random_i16_n1024000_m256000.hgr,0.9738295437583959
random_i17_n1024000_m256000.hgr,0.9712626563430613
random_i18_n1024000_m256000.hgr,0.9748878923766816
random_i19_n1024000_m256000.hgr,0.9750951658248949
random_i1_n1024000_m256000.hgr,0.9721552944683176
random_i20_n1024000_m256000.hgr,0.9744362025190422
random_i21_n1024000_m256000.hgr,0.9736711376055638
random_i22_n1024000_m256000.hgr,0.9716027356526911
random_i23_n1024000_m256000.hgr,0.975712225923532
random_i24_n1024000_m256000.hgr,0.9732693455341158
random_i25_n1024000_m256000.hgr,0.9723315236340091
random_i26_n1024000_m256000.hgr,0.9743135739045862
random_i27_n1024000_m256000.hgr,0.973558884810001
random_i28_n1024000_m256000.hgr,0.9770745078494891
random_i29_n1024000_m256000.hgr,0.9744508296639053
random_i2_n1024000_m256000.hgr,0.9727052063208996
random_i3_n1024000_m256000.hgr,0.975178629222994
random_i4_n1024000_m256000.hgr,0.9735097693587229
random_i5_n1024000_m256000.hgr,0.9743990474064151
random_i6_n1024000_m256000.hgr,0.9749150187330968
random_i7_n1024000_m256000.hgr,0.9750509924879359
random_i8_n1024000_m256000.hgr,0.9736101074036233
random_i9_n1024000_m256000.hgr,0.9751633334995761
AVERAGE,0.9736393817629104
