filename,n1024000_m64000__adaptiveGreedy_explore
random_i0_n1024000_m64000.hgr,16792.0
random_i10_n1024000_m64000.hgr,16767.0
random_i11_n1024000_m64000.hgr,16665.0
random_i12_n1024000_m64000.hgr,16662.0
random_i13_n1024000_m64000.hgr,16751.0
random_i14_n1024000_m64000.hgr,16673.0
random_i15_n1024000_m64000.hgr,16815.0
random_i16_n1024000_m64000.hgr,16737.0
random_i17_n1024000_m64000.hgr,16690.0
random_i18_n1024000_m64000.hgr,16590.0
random_i19_n1024000_m64000.hgr,16649.0
random_i1_n1024000_m64000.hgr,16704.0
random_i20_n1024000_m64000.hgr,16759.0
random_i21_n1024000_m64000.hgr,16695.0
random_i22_n1024000_m64000.hgr,16782.0
random_i23_n1024000_m64000.hgr,16798.0
random_i24_n1024000_m64000.hgr,16865.0
random_i25_n1024000_m64000.hgr,16717.0
random_i26_n1024000_m64000.hgr,16850.0
random_i27_n1024000_m64000.hgr,16707.0
random_i28_n1024000_m64000.hgr,16751.0
random_i29_n1024000_m64000.hgr,16791.0
random_i2_n1024000_m64000.hgr,16692.0
random_i3_n1024000_m64000.hgr,16748.0
random_i4_n1024000_m64000.hgr,16660.0
random_i5_n1024000_m64000.hgr,16723.0
random_i6_n1024000_m64000.hgr,16672.0
random_i7_n1024000_m64000.hgr,16655.0
random_i8_n1024000_m64000.hgr,16681.0
random_i9_n1024000_m64000.hgr,16762.0
AVERAGE,16726.766666666666
