filename,n256000_m1024000__greedy_explore
random_i0_n256000_m1024000.hgr,43295.0
random_i10_n256000_m1024000.hgr,43334.0
random_i11_n256000_m1024000.hgr,43404.0
random_i12_n256000_m1024000.hgr,43226.0
random_i13_n256000_m1024000.hgr,43252.0
random_i14_n256000_m1024000.hgr,43300.0
random_i15_n256000_m1024000.hgr,43231.0
random_i16_n256000_m1024000.hgr,43257.0
random_i17_n256000_m1024000.hgr,43248.0
random_i18_n256000_m1024000.hgr,43433.0
random_i19_n256000_m1024000.hgr,43342.0
random_i1_n256000_m1024000.hgr,43386.0
random_i20_n256000_m1024000.hgr,43411.0
random_i21_n256000_m1024000.hgr,43121.0
random_i22_n256000_m1024000.hgr,43160.0
random_i23_n256000_m1024000.hgr,43380.0
random_i24_n256000_m1024000.hgr,43309.0
random_i25_n256000_m1024000.hgr,43255.0
random_i26_n256000_m1024000.hgr,43418.0
random_i27_n256000_m1024000.hgr,43361.0
random_i28_n256000_m1024000.hgr,43384.0
random_i29_n256000_m1024000.hgr,43274.0
random_i2_n256000_m1024000.hgr,43373.0
random_i3_n256000_m1024000.hgr,43101.0
random_i4_n256000_m1024000.hgr,43345.0
random_i5_n256000_m1024000.hgr,43125.0
random_i6_n256000_m1024000.hgr,43333.0
random_i7_n256000_m1024000.hgr,43164.0
random_i8_n256000_m1024000.hgr,43128.0
random_i9_n256000_m1024000.hgr,43142.0
AVERAGE,43283.066666666666
