filename,n1024000_m64000__adaptiveGreedy_explore
random_i0_n1024000_m64000.hgr,1.6208369731903076
random_i10_n1024000_m64000.hgr,1.493356227874756
random_i11_n1024000_m64000.hgr,1.6478321552276611
random_i12_n1024000_m64000.hgr,1.67539644241333
random_i13_n1024000_m64000.hgr,1.71002197265625
random_i14_n1024000_m64000.hgr,1.7972114086151123
random_i15_n1024000_m64000.hgr,1.781182050704956
random_i16_n1024000_m64000.hgr,1.619032382965088
random_i17_n1024000_m64000.hgr,1.6994428634643557
random_i18_n1024000_m64000.hgr,1.699040412902832
random_i19_n1024000_m64000.hgr,1.7588083744049072
random_i1_n1024000_m64000.hgr,1.6955173015594482
random_i20_n1024000_m64000.hgr,1.724285125732422
random_i21_n1024000_m64000.hgr,1.596923589706421
random_i22_n1024000_m64000.hgr,1.6202075481414795
random_i23_n1024000_m64000.hgr,1.7643723487854004
random_i24_n1024000_m64000.hgr,1.7374088764190674
random_i25_n1024000_m64000.hgr,1.5620367527008057
random_i26_n1024000_m64000.hgr,1.634929656982422
random_i27_n1024000_m64000.hgr,1.6076695919036863
random_i28_n1024000_m64000.hgr,1.6578314304351809
random_i29_n1024000_m64000.hgr,1.6359245777130127
random_i2_n1024000_m64000.hgr,1.5266962051391602
random_i3_n1024000_m64000.hgr,1.6453630924224854
random_i4_n1024000_m64000.hgr,1.694596529006958
random_i5_n1024000_m64000.hgr,1.7111985683441162
random_i6_n1024000_m64000.hgr,1.656242847442627
random_i7_n1024000_m64000.hgr,1.6735849380493164
random_i8_n1024000_m64000.hgr,1.573563575744629
random_i9_n1024000_m64000.hgr,1.676113843917847
AVERAGE,1.6632209221522014
