filename,n256000_m64000__adaptiveGreedy_explore
random_i0_n256000_m64000.hgr,0.9766181635725038
random_i10_n256000_m64000.hgr,0.9682602658202738
random_i11_n256000_m64000.hgr,0.9748833515338032
random_i12_n256000_m64000.hgr,0.9724980142970612
random_i13_n256000_m64000.hgr,0.9759481037924151
random_i14_n256000_m64000.hgr,0.9766392620814117
random_i15_n256000_m64000.hgr,0.9730294585987261
random_i16_n256000_m64000.hgr,0.9742006175913935
random_i17_n256000_m64000.hgr,0.9748050389922016
random_i18_n256000_m64000.hgr,0.9751378446115289
random_i19_n256000_m64000.hgr,0.982
random_i1_n256000_m64000.hgr,0.9676936883039187
random_i20_n256000_m64000.hgr,0.9718435091879075
random_i21_n256000_m64000.hgr,0.9792290792889954
random_i22_n256000_m64000.hgr,0.9722554890219561
random_i23_n256000_m64000.hgr,0.970260592798886
random_i24_n256000_m64000.hgr,0.976949288434556
random_i25_n256000_m64000.hgr,0.9747640337804272
random_i26_n256000_m64000.hgr,0.9727010062767759
random_i27_n256000_m64000.hgr,0.9785749875435974
random_i28_n256000_m64000.hgr,0.972989017512615
random_i29_n256000_m64000.hgr,0.9777222777222777
random_i2_n256000_m64000.hgr,0.9726068333499353
random_i3_n256000_m64000.hgr,0.9700039729837108
random_i4_n256000_m64000.hgr,0.9716727959447371
random_i5_n256000_m64000.hgr,0.9730616302186879
random_i6_n256000_m64000.hgr,0.9721891140246325
random_i7_n256000_m64000.hgr,0.9689108910891089
random_i8_n256000_m64000.hgr,0.976076076076076
random_i9_n256000_m64000.hgr,0.9697363164202957
AVERAGE,0.9737753573623472
