filename,n256000_m256000__adaptiveGreedy_explore
random_i0_n256000_m256000.hgr,2.7296245098114014
random_i10_n256000_m256000.hgr,2.7975261211395264
random_i11_n256000_m256000.hgr,2.8261213302612305
random_i12_n256000_m256000.hgr,2.6922709941864014
random_i13_n256000_m256000.hgr,2.6972193717956543
random_i14_n256000_m256000.hgr,2.900815010070801
random_i15_n256000_m256000.hgr,2.9941179752349854
random_i16_n256000_m256000.hgr,2.714383363723755
random_i17_n256000_m256000.hgr,2.971043109893799
random_i18_n256000_m256000.hgr,2.862456560134888
random_i19_n256000_m256000.hgr,2.9353573322296143
random_i1_n256000_m256000.hgr,2.8153626918792725
random_i20_n256000_m256000.hgr,2.89743971824646
random_i21_n256000_m256000.hgr,2.989274024963379
random_i22_n256000_m256000.hgr,2.8197052478790283
random_i23_n256000_m256000.hgr,2.6984333992004395
random_i24_n256000_m256000.hgr,2.935343027114868
random_i25_n256000_m256000.hgr,2.902333974838257
random_i26_n256000_m256000.hgr,2.914051055908203
random_i27_n256000_m256000.hgr,2.6663615703582764
random_i28_n256000_m256000.hgr,2.7080225944519043
random_i29_n256000_m256000.hgr,2.639443635940552
random_i2_n256000_m256000.hgr,2.661710500717163
random_i3_n256000_m256000.hgr,2.733008861541748
random_i4_n256000_m256000.hgr,2.715148448944092
random_i5_n256000_m256000.hgr,2.6980135440826416
random_i6_n256000_m256000.hgr,2.7303638458251958
random_i7_n256000_m256000.hgr,2.7076847553253174
random_i8_n256000_m256000.hgr,2.719101905822754
random_i9_n256000_m256000.hgr,2.688547372817993
AVERAGE,2.7920095284779864
