filename,n1024000_m1024000__greedy_explore
random_i0_n1024000_m1024000.hgr,15.443003177642822
random_i10_n1024000_m1024000.hgr,15.516475200653076
random_i11_n1024000_m1024000.hgr,15.87973976135254
random_i12_n1024000_m1024000.hgr,15.768269777297974
random_i13_n1024000_m1024000.hgr,15.618006467819214
random_i14_n1024000_m1024000.hgr,15.534374952316284
random_i15_n1024000_m1024000.hgr,15.638229131698608
random_i16_n1024000_m1024000.hgr,15.622204542160034
random_i17_n1024000_m1024000.hgr,15.495449542999268
random_i18_n1024000_m1024000.hgr,15.455477714538574
random_i19_n1024000_m1024000.hgr,15.830605268478394
random_i1_n1024000_m1024000.hgr,15.80833911895752
random_i20_n1024000_m1024000.hgr,15.686410903930664
random_i21_n1024000_m1024000.hgr,15.711503505706789
random_i22_n1024000_m1024000.hgr,15.91394305229187
random_i23_n1024000_m1024000.hgr,15.844542503356934
random_i24_n1024000_m1024000.hgr,15.265395879745483
random_i25_n1024000_m1024000.hgr,16.774765014648438
random_i26_n1024000_m1024000.hgr,16.208512544631958
random_i27_n1024000_m1024000.hgr,16.789381742477417
random_i28_n1024000_m1024000.hgr,17.336177110671997
random_i29_n1024000_m1024000.hgr,15.690037965774536
random_i2_n1024000_m1024000.hgr,16.310141563415527
random_i3_n1024000_m1024000.hgr,15.72559118270874
random_i4_n1024000_m1024000.hgr,15.433125257492064
random_i5_n1024000_m1024000.hgr,15.794812679290771
random_i6_n1024000_m1024000.hgr,16.14373230934143
random_i7_n1024000_m1024000.hgr,16.149175882339478
random_i8_n1024000_m1024000.hgr,15.715234756469728
random_i9_n1024000_m1024000.hgr,19.006396293640137
AVERAGE,15.970301826794945
