filename,n4000_m64000__adaptiveGreedy_explore
random_i0_n4000_m64000.hgr,1165.0
random_i10_n4000_m64000.hgr,1156.0
random_i11_n4000_m64000.hgr,1139.0
random_i12_n4000_m64000.hgr,1160.0
random_i13_n4000_m64000.hgr,1145.0
random_i14_n4000_m64000.hgr,1140.0
random_i15_n4000_m64000.hgr,1142.0
random_i16_n4000_m64000.hgr,1141.0
random_i17_n4000_m64000.hgr,1144.0
random_i18_n4000_m64000.hgr,1129.0
random_i19_n4000_m64000.hgr,1144.0
random_i1_n4000_m64000.hgr,1130.0
random_i20_n4000_m64000.hgr,1139.0
random_i21_n4000_m64000.hgr,1127.0
random_i22_n4000_m64000.hgr,1149.0
random_i23_n4000_m64000.hgr,1148.0
random_i24_n4000_m64000.hgr,1140.0
random_i25_n4000_m64000.hgr,1142.0
random_i26_n4000_m64000.hgr,1144.0
random_i27_n4000_m64000.hgr,1124.0
random_i28_n4000_m64000.hgr,1125.0
random_i29_n4000_m64000.hgr,1143.0
random_i2_n4000_m64000.hgr,1139.0
random_i3_n4000_m64000.hgr,1167.0
random_i4_n4000_m64000.hgr,1157.0
random_i5_n4000_m64000.hgr,1163.0
random_i6_n4000_m64000.hgr,1126.0
random_i7_n4000_m64000.hgr,1136.0
random_i8_n4000_m64000.hgr,1145.0
random_i9_n4000_m64000.hgr,1151.0
AVERAGE,1143.3333333333333
