filename,n64000_m1024000__greedy_lsr100000x5_flat_explore
random_i0_n64000_m1024000.hgr,16874.0
random_i10_n64000_m1024000.hgr,16990.0
random_i11_n64000_m1024000.hgr,17080.0
random_i12_n64000_m1024000.hgr,17027.0
random_i13_n64000_m1024000.hgr,16996.0
random_i14_n64000_m1024000.hgr,16966.0
random_i15_n64000_m1024000.hgr,17036.0
random_i16_n64000_m1024000.hgr,16996.0
random_i17_n64000_m1024000.hgr,16919.0
random_i18_n64000_m1024000.hgr,17020.0
random_i19_n64000_m1024000.hgr,16982.0
random_i1_n64000_m1024000.hgr,17001.0
random_i20_n64000_m1024000.hgr,17016.0
random_i21_n64000_m1024000.hgr,16958.0
random_i22_n64000_m1024000.hgr,16955.0
random_i23_n64000_m1024000.hgr,16992.0
random_i24_n64000_m1024000.hgr,16963.0
random_i25_n64000_m1024000.hgr,16974.0
random_i26_n64000_m1024000.hgr,16977.0
random_i27_n64000_m1024000.hgr,16942.0
random_i28_n64000_m1024000.hgr,16951.0
random_i29_n64000_m1024000.hgr,17002.0
random_i2_n64000_m1024000.hgr,16978.0
random_i3_n64000_m1024000.hgr,16953.0
random_i4_n64000_m1024000.hgr,16989.0
random_i5_n64000_m1024000.hgr,16949.0
random_i6_n64000_m1024000.hgr,16949.0
random_i7_n64000_m1024000.hgr,17058.0
random_i8_n64000_m1024000.hgr,17011.0
random_i9_n64000_m1024000.hgr,17025.0
AVERAGE,16984.3
