filename,n64000_m256000__greedy_lsr100000x5_flat_explore
random_i0_n64000_m256000.hgr,0.8385269121813032
random_i10_n64000_m256000.hgr,0.8429942772752446
random_i11_n64000_m256000.hgr,0.8431082331174838
random_i12_n64000_m256000.hgr,0.8475671683131751
random_i13_n64000_m256000.hgr,0.8433480338110989
random_i14_n64000_m256000.hgr,0.8462611607142857
random_i15_n64000_m256000.hgr,0.8484988880652335
random_i16_n64000_m256000.hgr,0.8441222642903315
random_i17_n64000_m256000.hgr,0.8445845697329377
random_i18_n64000_m256000.hgr,0.843936472964289
random_i19_n64000_m256000.hgr,0.8477575982209044
random_i1_n64000_m256000.hgr,0.8428032047149829
random_i20_n64000_m256000.hgr,0.8437961595273265
random_i21_n64000_m256000.hgr,0.8440121692633908
random_i22_n64000_m256000.hgr,0.844246308163834
random_i23_n64000_m256000.hgr,0.8430410223168812
random_i24_n64000_m256000.hgr,0.8417797470691406
random_i25_n64000_m256000.hgr,0.8411508927745397
random_i26_n64000_m256000.hgr,0.842534271952575
random_i27_n64000_m256000.hgr,0.8434222631094757
random_i28_n64000_m256000.hgr,0.841694230062477
random_i29_n64000_m256000.hgr,0.8468124709167054
random_i2_n64000_m256000.hgr,0.8455307005431281
random_i3_n64000_m256000.hgr,0.8431481481481482
random_i4_n64000_m256000.hgr,0.8392824287028519
random_i5_n64000_m256000.hgr,0.8434557873361639
random_i6_n64000_m256000.hgr,0.8443135811556864
random_i7_n64000_m256000.hgr,0.8418073854147338
random_i8_n64000_m256000.hgr,0.8429111705562218
random_i9_n64000_m256000.hgr,0.8417206290471786
AVERAGE,0.8436056049820575
