filename,n256000_m1024000__greedy_explore
random_i0_n256000_m1024000.hgr,8.197556018829346
random_i10_n256000_m1024000.hgr,8.116552352905273
random_i11_n256000_m1024000.hgr,8.392204523086548
random_i12_n256000_m1024000.hgr,8.718069553375244
random_i13_n256000_m1024000.hgr,8.242578506469727
random_i14_n256000_m1024000.hgr,8.360792875289917
random_i15_n256000_m1024000.hgr,8.055615901947021
random_i16_n256000_m1024000.hgr,8.30098581314087
random_i17_n256000_m1024000.hgr,8.513680458068848
random_i18_n256000_m1024000.hgr,8.570005416870117
random_i19_n256000_m1024000.hgr,8.447168350219727
random_i1_n256000_m1024000.hgr,8.273251295089722
random_i20_n256000_m1024000.hgr,8.343986988067627
random_i21_n256000_m1024000.hgr,8.002642631530762
random_i22_n256000_m1024000.hgr,8.552170515060425
random_i23_n256000_m1024000.hgr,8.263459920883179
random_i24_n256000_m1024000.hgr,8.330513954162598
random_i25_n256000_m1024000.hgr,8.706122875213623
random_i26_n256000_m1024000.hgr,7.97092080116272
random_i27_n256000_m1024000.hgr,8.482283353805542
random_i28_n256000_m1024000.hgr,8.470545768737793
random_i29_n256000_m1024000.hgr,8.238061904907227
random_i2_n256000_m1024000.hgr,8.263738870620728
random_i3_n256000_m1024000.hgr,8.353999853134155
random_i4_n256000_m1024000.hgr,8.339359521865845
random_i5_n256000_m1024000.hgr,8.68340802192688
random_i6_n256000_m1024000.hgr,8.52718472480774
random_i7_n256000_m1024000.hgr,8.406654596328735
random_i8_n256000_m1024000.hgr,8.256322622299194
random_i9_n256000_m1024000.hgr,8.595147609710693
AVERAGE,8.365832853317261
