filename,n64000_m1024000__greedy_explore
random_i0_n64000_m1024000.hgr,0.8637336516529943
random_i10_n64000_m1024000.hgr,0.6446364424922857
random_i11_n64000_m1024000.hgr,0.5184043099187621
random_i12_n64000_m1024000.hgr,0.4986701914328335
random_i13_n64000_m1024000.hgr,0.5142080890286911
random_i14_n64000_m1024000.hgr,0.5931332973236677
random_i15_n64000_m1024000.hgr,0.4677398431298254
random_i16_n64000_m1024000.hgr,0.511704188814899
random_i17_n64000_m1024000.hgr,0.5174240729986229
random_i18_n64000_m1024000.hgr,0.6036302517167929
random_i19_n64000_m1024000.hgr,0.4832988297389029
random_i1_n64000_m1024000.hgr,0.49692653479096976
random_i20_n64000_m1024000.hgr,0.486393867123883
random_i21_n64000_m1024000.hgr,0.5424162513195431
random_i22_n64000_m1024000.hgr,0.49640306484571184
random_i23_n64000_m1024000.hgr,0.4778208309615803
random_i24_n64000_m1024000.hgr,0.47795113092764835
random_i25_n64000_m1024000.hgr,0.540348017450199
random_i26_n64000_m1024000.hgr,0.4505265520960573
random_i27_n64000_m1024000.hgr,0.43738234953920757
random_i28_n64000_m1024000.hgr,0.455407919285944
random_i29_n64000_m1024000.hgr,0.4634450859840416
random_i2_n64000_m1024000.hgr,0.46787335781967737
random_i3_n64000_m1024000.hgr,0.4441143835753626
random_i4_n64000_m1024000.hgr,0.4957080943655842
random_i5_n64000_m1024000.hgr,0.5734519917922323
random_i6_n64000_m1024000.hgr,0.5174448399801294
random_i7_n64000_m1024000.hgr,0.44910419385323286
random_i8_n64000_m1024000.hgr,0.4429267207932062
random_i9_n64000_m1024000.hgr,0.4636432392915236
AVERAGE,0.513195719801467
