filename,n64000_m4000__greedy_lsr100x5_flat_explore
random_i0_n64000_m4000.hgr,1057.0
random_i10_n64000_m4000.hgr,1079.0
random_i11_n64000_m4000.hgr,1059.0
random_i12_n64000_m4000.hgr,1074.0
random_i13_n64000_m4000.hgr,1047.0
random_i14_n64000_m4000.hgr,1052.0
random_i15_n64000_m4000.hgr,1050.0
random_i16_n64000_m4000.hgr,1066.0
random_i17_n64000_m4000.hgr,1039.0
random_i18_n64000_m4000.hgr,1046.0
random_i19_n64000_m4000.hgr,1048.0
random_i1_n64000_m4000.hgr,1062.0
random_i20_n64000_m4000.hgr,1057.0
random_i21_n64000_m4000.hgr,1049.0
random_i22_n64000_m4000.hgr,1042.0
random_i23_n64000_m4000.hgr,1043.0
random_i24_n64000_m4000.hgr,1059.0
random_i25_n64000_m4000.hgr,1053.0
random_i26_n64000_m4000.hgr,1053.0
random_i27_n64000_m4000.hgr,1042.0
random_i28_n64000_m4000.hgr,1077.0
random_i29_n64000_m4000.hgr,1030.0
random_i2_n64000_m4000.hgr,1054.0
random_i3_n64000_m4000.hgr,1048.0
random_i4_n64000_m4000.hgr,1060.0
random_i5_n64000_m4000.hgr,1039.0
random_i6_n64000_m4000.hgr,1055.0
random_i7_n64000_m4000.hgr,1051.0
random_i8_n64000_m4000.hgr,1045.0
random_i9_n64000_m4000.hgr,1026.0
AVERAGE,1052.0666666666666
