filename,n4000_m4000__greedy_lsr100000x5_flat_explore
random_i0_n4000_m4000.hgr,0.7820895522388059
random_i10_n4000_m4000.hgr,0.7957957957957958
random_i11_n4000_m4000.hgr,0.7859327217125383
random_i12_n4000_m4000.hgr,0.7807017543859649
random_i13_n4000_m4000.hgr,0.7852760736196319
random_i14_n4000_m4000.hgr,0.7723342939481268
random_i15_n4000_m4000.hgr,0.797583081570997
random_i16_n4000_m4000.hgr,0.7846607669616519
random_i17_n4000_m4000.hgr,0.7893175074183977
random_i18_n4000_m4000.hgr,0.7975460122699386
random_i19_n4000_m4000.hgr,0.7794117647058824
random_i1_n4000_m4000.hgr,0.7878787878787878
random_i20_n4000_m4000.hgr,0.7865497076023392
random_i21_n4000_m4000.hgr,0.7953216374269005
random_i22_n4000_m4000.hgr,0.8047337278106509
random_i23_n4000_m4000.hgr,0.7586206896551724
random_i24_n4000_m4000.hgr,0.7764705882352941
random_i25_n4000_m4000.hgr,0.7804154302670623
random_i26_n4000_m4000.hgr,0.7899408284023669
random_i27_n4000_m4000.hgr,0.7940298507462686
random_i28_n4000_m4000.hgr,0.8048780487804879
random_i29_n4000_m4000.hgr,0.7884057971014493
random_i2_n4000_m4000.hgr,0.7784256559766763
random_i3_n4000_m4000.hgr,0.7916666666666666
random_i4_n4000_m4000.hgr,0.7927927927927928
random_i5_n4000_m4000.hgr,0.7752808988764045
random_i6_n4000_m4000.hgr,0.7857142857142857
random_i7_n4000_m4000.hgr,0.7886904761904762
random_i8_n4000_m4000.hgr,0.7804154302670623
random_i9_n4000_m4000.hgr,0.7859237536656891
AVERAGE,0.786560145956152
