filename,n64000_m256000__greedy_explore
random_i0_n64000_m256000.hgr,0.8270658191017144
random_i10_n64000_m256000.hgr,0.6559122957404049
random_i11_n64000_m256000.hgr,0.5134475788775454
random_i12_n64000_m256000.hgr,0.6075039946567969
random_i13_n64000_m256000.hgr,0.5887362991129931
random_i14_n64000_m256000.hgr,0.6343218138787291
random_i15_n64000_m256000.hgr,0.724891896175294
random_i16_n64000_m256000.hgr,0.6335357963216438
random_i17_n64000_m256000.hgr,0.6536930573120041
random_i18_n64000_m256000.hgr,0.5941782944844713
random_i19_n64000_m256000.hgr,0.4914304368049705
random_i1_n64000_m256000.hgr,0.520921063245921
random_i20_n64000_m256000.hgr,0.5454695574912157
random_i21_n64000_m256000.hgr,0.5880911574098868
random_i22_n64000_m256000.hgr,0.4994883609127956
random_i23_n64000_m256000.hgr,0.5384572270033681
random_i24_n64000_m256000.hgr,0.5231428301019314
random_i25_n64000_m256000.hgr,0.5536542797515901
random_i26_n64000_m256000.hgr,0.4708569646640992
random_i27_n64000_m256000.hgr,0.4167480221746758
random_i28_n64000_m256000.hgr,0.43509953946175683
random_i29_n64000_m256000.hgr,0.4851397725777771
random_i2_n64000_m256000.hgr,0.41694310785786026
random_i3_n64000_m256000.hgr,0.40270823150082996
random_i4_n64000_m256000.hgr,0.4440588167970437
random_i5_n64000_m256000.hgr,0.4374099358720406
random_i6_n64000_m256000.hgr,0.5490969651916794
random_i7_n64000_m256000.hgr,0.5567711206443647
random_i8_n64000_m256000.hgr,0.5694351169255133
random_i9_n64000_m256000.hgr,0.5701615475664237
AVERAGE,0.5482790299872448
