filename,n1024000_m256000__greedy_lsr100000x5_flat_explore
random_i0_n1024000_m256000.hgr,5.089942046556031
random_i10_n1024000_m256000.hgr,4.7370972260482125
random_i11_n1024000_m256000.hgr,5.080254298873158
random_i12_n1024000_m256000.hgr,5.11109826615201
random_i13_n1024000_m256000.hgr,4.9178294457614795
random_i14_n1024000_m256000.hgr,5.729887519177215
random_i15_n1024000_m256000.hgr,4.981807364182553
random_i16_n1024000_m256000.hgr,4.901943834563905
random_i17_n1024000_m256000.hgr,4.976409208898281
random_i18_n1024000_m256000.hgr,5.352963596063051
random_i19_n1024000_m256000.hgr,4.865757542863116
random_i1_n1024000_m256000.hgr,4.929836378527112
random_i20_n1024000_m256000.hgr,4.936722984035918
random_i21_n1024000_m256000.hgr,5.163348220884629
random_i22_n1024000_m256000.hgr,4.946637940924649
random_i23_n1024000_m256000.hgr,4.954837197448328
random_i24_n1024000_m256000.hgr,4.906463537628797
random_i25_n1024000_m256000.hgr,4.79920492120176
random_i26_n1024000_m256000.hgr,4.99753924444264
random_i27_n1024000_m256000.hgr,4.977296232238431
random_i28_n1024000_m256000.hgr,5.075022763704142
random_i29_n1024000_m256000.hgr,4.973227973409634
random_i2_n1024000_m256000.hgr,4.913769249673087
random_i3_n1024000_m256000.hgr,4.923342551764183
random_i4_n1024000_m256000.hgr,4.996326935254754
random_i5_n1024000_m256000.hgr,4.71578479226631
random_i6_n1024000_m256000.hgr,5.0035196619350195
random_i7_n1024000_m256000.hgr,4.812573266450973
random_i8_n1024000_m256000.hgr,5.048223847203581
random_i9_n1024000_m256000.hgr,5.039440986453321
AVERAGE,4.9952703011528765
