filename,n1024000_m4000__greedy_lsr100000x5_flat_explore
random_i0_n1024000_m4000.hgr,13.38547682762146
random_i10_n1024000_m4000.hgr,14.090736627578735
random_i11_n1024000_m4000.hgr,18.395137786865234
random_i12_n1024000_m4000.hgr,17.78089189529419
random_i13_n1024000_m4000.hgr,18.32053136825561
random_i14_n1024000_m4000.hgr,17.389893531799316
random_i15_n1024000_m4000.hgr,17.990132808685303
random_i16_n1024000_m4000.hgr,18.14853930473328
random_i17_n1024000_m4000.hgr,18.760099172592163
random_i18_n1024000_m4000.hgr,17.981988430023193
random_i19_n1024000_m4000.hgr,18.043761253356934
random_i1_n1024000_m4000.hgr,18.081238508224487
random_i20_n1024000_m4000.hgr,17.941504955291748
random_i21_n1024000_m4000.hgr,18.133105278015137
random_i22_n1024000_m4000.hgr,17.82195734977722
random_i23_n1024000_m4000.hgr,17.751777172088623
random_i24_n1024000_m4000.hgr,18.77636694908142
random_i25_n1024000_m4000.hgr,17.855224609375
random_i26_n1024000_m4000.hgr,17.98635983467102
random_i27_n1024000_m4000.hgr,17.939543962478638
random_i28_n1024000_m4000.hgr,18.309109210968018
random_i29_n1024000_m4000.hgr,17.926836013793945
random_i2_n1024000_m4000.hgr,18.61837482452393
random_i3_n1024000_m4000.hgr,18.45532274246216
random_i4_n1024000_m4000.hgr,17.681073427200317
random_i5_n1024000_m4000.hgr,17.841013431549072
random_i6_n1024000_m4000.hgr,17.874287366867065
random_i7_n1024000_m4000.hgr,18.588213205337524
random_i8_n1024000_m4000.hgr,18.68660855293274
random_i9_n1024000_m4000.hgr,18.019028902053837
AVERAGE,17.819137843449912
