filename,n1024000_m64000__greedy_lsr100000x5_flat_explore
random_i0_n1024000_m64000.hgr,16.209109401926483
random_i10_n1024000_m64000.hgr,16.019982373949368
random_i11_n1024000_m64000.hgr,17.64679224982141
random_i12_n1024000_m64000.hgr,17.63168689674676
random_i13_n1024000_m64000.hgr,17.589846570829543
random_i14_n1024000_m64000.hgr,16.499128653813308
random_i15_n1024000_m64000.hgr,16.341408574300424
random_i16_n1024000_m64000.hgr,16.397940599720233
random_i17_n1024000_m64000.hgr,16.17100313965627
random_i18_n1024000_m64000.hgr,16.460704086510834
random_i19_n1024000_m64000.hgr,16.04863099140065
random_i1_n1024000_m64000.hgr,15.150839605610383
random_i20_n1024000_m64000.hgr,16.06494146076444
random_i21_n1024000_m64000.hgr,15.856611072024231
random_i22_n1024000_m64000.hgr,16.7807235779779
random_i23_n1024000_m64000.hgr,16.678070615781806
random_i24_n1024000_m64000.hgr,15.869628798420568
random_i25_n1024000_m64000.hgr,17.18442908638536
random_i26_n1024000_m64000.hgr,15.660434141065927
random_i27_n1024000_m64000.hgr,15.78490100194905
random_i28_n1024000_m64000.hgr,15.860410178845028
random_i29_n1024000_m64000.hgr,16.2463250703223
random_i2_n1024000_m64000.hgr,16.770661338477016
random_i3_n1024000_m64000.hgr,15.50740723952992
random_i4_n1024000_m64000.hgr,16.20256987003763
random_i5_n1024000_m64000.hgr,16.189352753354015
random_i6_n1024000_m64000.hgr,17.388328387694788
random_i7_n1024000_m64000.hgr,17.95122154655241
random_i8_n1024000_m64000.hgr,16.858058059486478
random_i9_n1024000_m64000.hgr,17.022329342955693
AVERAGE,16.468115889530342
