filename,n256000_m64000__greedy_lsr100000x5_flat_explore
random_i0_n256000_m64000.hgr,9055.0
random_i10_n256000_m64000.hgr,9092.0
random_i11_n256000_m64000.hgr,9123.0
random_i12_n256000_m64000.hgr,9105.0
random_i13_n256000_m64000.hgr,9082.0
random_i14_n256000_m64000.hgr,9071.0
random_i15_n256000_m64000.hgr,9078.0
random_i16_n256000_m64000.hgr,9068.0
random_i17_n256000_m64000.hgr,9097.0
random_i18_n256000_m64000.hgr,9062.0
random_i19_n256000_m64000.hgr,9076.0
random_i1_n256000_m64000.hgr,9063.0
random_i20_n256000_m64000.hgr,9165.0
random_i21_n256000_m64000.hgr,9080.0
random_i22_n256000_m64000.hgr,9112.0
random_i23_n256000_m64000.hgr,9118.0
random_i24_n256000_m64000.hgr,9076.0
random_i25_n256000_m64000.hgr,9132.0
random_i26_n256000_m64000.hgr,9079.0
random_i27_n256000_m64000.hgr,9081.0
random_i28_n256000_m64000.hgr,9134.0
random_i29_n256000_m64000.hgr,9110.0
random_i2_n256000_m64000.hgr,9100.0
random_i3_n256000_m64000.hgr,9095.0
random_i4_n256000_m64000.hgr,9133.0
random_i5_n256000_m64000.hgr,9115.0
random_i6_n256000_m64000.hgr,9100.0
random_i7_n256000_m64000.hgr,9137.0
random_i8_n256000_m64000.hgr,9051.0
random_i9_n256000_m64000.hgr,9040.0
AVERAGE,9094.333333333334
