filename,greedy__pace23,adaptiveGreedy__pace23
heuristic_001.hgr,0.1037425994873046,0.2825143337249756
heuristic_002.hgr,0.1117119789123535,0.2405929565429687
heuristic_003.hgr,0.3572146892547607,1.5702412128448486
heuristic_004.hgr,0.4038517475128174,1.502612590789795
heuristic_005.hgr,0.3747999668121338,1.3750483989715576
heuristic_006.hgr,0.4591217041015625,1.2597060203552246
heuristic_007.hgr,0.5948004722595215,1.9761908054351809
heuristic_008.hgr,0.1115901470184326,0.2061352729797363
heuristic_009.hgr,0.178492784500122,0.2572908401489258
heuristic_010.hgr,0.1220858097076416,0.2300469875335693
heuristic_011.hgr,0.3983988761901855,0.8371546268463135
heuristic_012.hgr,0.136561632156372,0.2813193798065185
heuristic_013.hgr,0.1690938472747802,0.3764467239379883
heuristic_014.hgr,0.222116470336914,0.5906352996826172
heuristic_015.hgr,0.2346696853637695,0.6728262901306152
heuristic_016.hgr,0.2974684238433838,0.7066202163696289
heuristic_017.hgr,0.4024577140808105,1.0267219543457031
heuristic_018.hgr,0.3703541755676269,1.0035583972930908
heuristic_019.hgr,0.4519021511077881,1.2922039031982422
heuristic_020.hgr,0.3578507900238037,0.6424057483673096
heuristic_021.hgr,1.0873515605926514,3.5581984519958496
heuristic_022.hgr,0.1137454509735107,0.2541320323944092
heuristic_023.hgr,0.4206976890563965,1.105018138885498
heuristic_024.hgr,0.5536305904388428,1.727957010269165
heuristic_025.hgr,0.1582131385803222,0.3491435050964355
heuristic_026.hgr,0.4689502716064453,1.2300329208374023
heuristic_027.hgr,0.318695068359375,0.8027796745300293
heuristic_028.hgr,0.4316911697387695,1.0340547561645508
heuristic_029.hgr,0.2881495952606201,0.939223289489746
heuristic_030.hgr,0.6223371028900146,1.8294639587402344
heuristic_031.hgr,0.126713752746582,0.2779088020324707
heuristic_032.hgr,0.7299330234527588,1.452556848526001
heuristic_033.hgr,0.1816496849060058,0.3384079933166504
heuristic_034.hgr,2.7669014930725098,9.116704940795898
heuristic_035.hgr,0.2313787937164306,0.5348761081695557
heuristic_036.hgr,0.1947052478790283,0.4158120155334472
heuristic_037.hgr,1.393815040588379,4.937444686889648
heuristic_038.hgr,1.114389419555664,3.1038947105407715
heuristic_039.hgr,0.5945403575897217,1.4481706619262695
heuristic_040.hgr,0.8094449043273926,2.325103044509888
heuristic_041.hgr,0.5008225440979004,1.2612974643707275
heuristic_042.hgr,0.3139972686767578,0.7449970245361328
heuristic_043.hgr,0.1579179763793945,0.2760910987854004
heuristic_044.hgr,0.3124794960021972,0.761005163192749
heuristic_045.hgr,0.2321877479553222,0.2625393867492676
heuristic_046.hgr,0.5421333312988281,1.2169086933135986
heuristic_047.hgr,0.4267940521240234,1.3849239349365234
heuristic_048.hgr,1.1587979793548584,3.5081307888031006
heuristic_049.hgr,0.3136255741119385,0.7992329597473145
heuristic_050.hgr,0.151318073272705,0.4912433624267578
heuristic_051.hgr,0.2560689449310303,0.5646724700927734
heuristic_052.hgr,2.106209754943848,8.687504053115845
heuristic_053.hgr,0.647714376449585,1.5877249240875244
heuristic_054.hgr,0.6199216842651367,1.6356630325317385
heuristic_055.hgr,0.359809398651123,0.6316797733306885
heuristic_056.hgr,0.748986005783081,2.152360200881958
heuristic_057.hgr,0.2166922092437744,0.4079928398132324
heuristic_058.hgr,1.356868028640747,2.599385023117065
heuristic_059.hgr,0.2815377712249756,0.5396103858947754
heuristic_060.hgr,0.8910424709320068,2.052376747131348
heuristic_061.hgr,0.3497357368469238,0.8179113864898682
heuristic_062.hgr,0.3818447589874267,0.8429601192474365
heuristic_063.hgr,0.1759603023529052,0.3678507804870605
heuristic_064.hgr,0.2425739765167236,0.5101664066314697
heuristic_065.hgr,0.8401377201080322,2.5364909172058105
heuristic_066.hgr,0.3274855613708496,0.4110465049743652
heuristic_067.hgr,0.258913516998291,0.3509984016418457
heuristic_068.hgr,0.33040452003479,0.6318700313568115
