filename,greedy__generated_nm5degm15,adaptiveGreedy__generated_nm5degm15
50000_0000.hgr,0.1557338237762451,0.2001559734344482
50000_0001.hgr,0.16105318069458,0.2153530120849609
50000_0002.hgr,0.1739728450775146,0.2411823272705078
50000_0003.hgr,0.1764302253723144,0.2245681285858154
50000_0004.hgr,0.1725778579711914,0.2998702526092529
50000_0005.hgr,0.2056396007537841,0.2741742134094238
50000_0006.hgr,0.1814010143280029,0.2789909839630127
50000_0007.hgr,0.1938927173614502,0.2766735553741455
50000_0008.hgr,0.1926040649414062,0.3044605255126953
50000_0009.hgr,0.1878843307495117,0.2564156055450439
50000_0010.hgr,0.1990144252777099,0.342231273651123
50000_0011.hgr,0.2019340991973877,0.3382468223571777
50000_0012.hgr,0.1979994773864746,0.2830884456634521
50000_0013.hgr,0.1978640556335449,0.3004424571990967
50000_0014.hgr,0.1972043514251709,0.2901868820190429
50000_0015.hgr,0.1761186122894287,0.2909097671508789
50000_0016.hgr,0.1755907535552978,0.2878103256225586
50000_0017.hgr,0.171365737915039,0.3111519813537597
50000_0018.hgr,0.1841225624084472,0.2906270027160644
50000_0019.hgr,0.1638615131378173,0.3247041702270508
50000_0020.hgr,0.1827938556671142,0.3152637481689453
50000_0021.hgr,0.182469367980957,0.2763664722442627
50000_0022.hgr,0.1895079612731933,0.2748589515686035
50000_0023.hgr,0.2362380027770996,0.2502360343933105
50000_0024.hgr,0.1716926097869873,0.3075208663940429
50000_0025.hgr,0.1551003456115722,0.2461400032043457
50000_0026.hgr,0.1858417987823486,0.2723171710968017
50000_0027.hgr,0.1633732318878173,0.264664888381958
50000_0028.hgr,0.156400442123413,0.2634766101837158
50000_0029.hgr,0.1586084365844726,0.2566213607788086
50000_0030.hgr,0.1580250263214111,0.2404873371124267
50000_0031.hgr,0.1537754535675048,0.2646257877349853
50000_0032.hgr,0.1527652740478515,0.2808084487915039
50000_0033.hgr,0.1635985374450683,0.2532761096954345
50000_0034.hgr,0.1690490245819091,0.31398606300354
50000_0035.hgr,0.176703929901123,0.2910068035125732
50000_0036.hgr,0.1755228042602539,0.3095927238464355
50000_0037.hgr,0.161309003829956,0.2699856758117676
50000_0038.hgr,0.1515734195709228,0.3179242610931396
50000_0039.hgr,0.1795830726623535,0.2839345932006836
50000_0040.hgr,0.1592400074005127,0.3055975437164306
50000_0041.hgr,0.1408095359802246,0.2839834690093994
50000_0042.hgr,0.1832778453826904,0.3170108795166015
50000_0043.hgr,0.1748149394989013,0.2918813228607178
50000_0044.hgr,0.1728112697601318,0.3098113536834717
50000_0045.hgr,0.1535384654998779,0.3839249610900879
50000_0046.hgr,0.1646544933319091,0.2177240848541259
50000_0047.hgr,0.1588008403778076,0.3183686733245849
50000_0048.hgr,0.150562047958374,0.2197637557983398
50000_0049.hgr,0.2126088142395019,0.2382895946502685
AVERAGE,0.1752263021469116,0.2814138650894165
